Identifier,BPAF-CC-A
ENSDARG00000007654,81
ENSDARG00000095967,5
ENSDARG00000060150,8
ENSDARG00000037916,1
ENSDARG00000037917,4
ENSDARG00000100888,0
ENSDARG00000009568,6
ENSDARG00000016871,39
ENSDARG00000022254,10
ENSDARG00000076401,5
ENSDARG00000037919,38
ENSDARG00000079688,75
ENSDARG00000014915,71
ENSDARG00000060192,0
ENSDARG00000003573,8
ENSDARG00000037921,15
ENSDARG00000060207,2
ENSDARG00000046107,18
ENSDARG00000108644,0
ENSDARG00000070261,6
ENSDARG00000070256,6
ENSDARG00000098319,0
ENSDARG00000098708,0
ENSDARG00000090170,13
ENSDARG00000040070,2
ENSDARG00000040072,4
ENSDARG00000010035,3
ENSDARG00000028583,0
ENSDARG00000110352,0
ENSDARG00000008370,20
ENSDARG00000089260,3
ENSDARG00000040650,15
ENSDARG00000090062,8
ENSDARG00000076128,24
ENSDARG00000090369,13
ENSDARG00000040657,11
ENSDARG00000060246,3
ENSDARG00000037924,0
ENSDARG00000037925,21
ENSDARG00000105131,0
ENSDARG00000105068,1
ENSDARG00000104413,23
ENSDARG00000099213,15
ENSDARG00000101043,49
ENSDARG00000103743,2
ENSDARG00000102997,8
ENSDARG00000099877,0
ENSDARG00000104457,2
ENSDARG00000101886,8
ENSDARG00000098627,40
ENSDARG00000100972,1
ENSDARG00000103902,1
ENSDARG00000104719,9
ENSDARG00000105403,0
ENSDARG00000106657,0
ENSDARG00000094901,0
ENSDARG00000037895,1
ENSDARG00000037894,3
ENSDARG00000098006,0
ENSDARG00000074524,0
ENSDARG00000099290,0
ENSDARG00000070174,9
ENSDARG00000015610,6
ENSDARG00000107560,0
ENSDARG00000059804,15
ENSDARG00000037892,1
ENSDARG00000037891,2
ENSDARG00000055713,3
ENSDARG00000059773,6
ENSDARG00000014763,51
ENSDARG00000037889,1
ENSDARG00000098000,0
ENSDARG00000053070,4
ENSDARG00000059768,49
ENSDARG00000074060,1
ENSDARG00000096233,0
ENSDARG00000089129,0
ENSDARG00000020623,7
ENSDARG00000053058,492
ENSDARG00000115494,0
ENSDARG00000082213,0
ENSDARG00000080422,0
ENSDARG00000117016,0
ENSDARG00000096229,0
ENSDARG00000006849,0
ENSDARG00000097966,0
ENSDARG00000089021,1
ENSDARG00000015184,10
ENSDARG00000091834,6
ENSDARG00000000567,8
ENSDARG00000059747,1
ENSDARG00000094994,0
ENSDARG00000059743,3
ENSDARG00000017036,3
ENSDARG00000030163,0
ENSDARG00000018600,7
ENSDARG00000111413,0
ENSDARG00000070140,0
ENSDARG00000089377,0
ENSDARG00000052966,16
ENSDARG00000097166,0
ENSDARG00000052957,0
ENSDARG00000052950,14
ENSDARG00000097747,0
ENSDARG00000004748,5
ENSDARG00000052905,9
ENSDARG00000097765,3
ENSDARG00000011665,194
ENSDARG00000037865,0
ENSDARG00000019326,4
ENSDARG00000090340,0
ENSDARG00000097190,0
ENSDARG00000005414,1
ENSDARG00000081971,0
ENSDARG00000008377,15
ENSDARG00000011727,3
ENSDARG00000060496,3
ENSDARG00000083829,0
ENSDARG00000097913,0
ENSDARG00000113520,0
ENSDARG00000074703,0
ENSDARG00000009693,6
ENSDARG00000075292,1
ENSDARG00000106997,0
ENSDARG00000006642,5
ENSDARG00000070061,6
ENSDARG00000014871,21
ENSDARG00000014945,3
ENSDARG00000059701,7
ENSDARG00000052827,1
ENSDARG00000052818,0
ENSDARG00000052816,5
ENSDARG00000002967,19
ENSDARG00000017084,19
ENSDARG00000020217,7
ENSDARG00000116912,0
ENSDARG00000037867,138
ENSDARG00000059690,4
ENSDARG00000097119,0
ENSDARG00000077052,52
ENSDARG00000037870,808
ENSDARG00000059680,32
ENSDARG00000087893,3
ENSDARG00000109826,0
ENSDARG00000096870,0
ENSDARG00000016086,6
ENSDARG00000097780,1
ENSDARG00000008383,21
ENSDARG00000027063,6
ENSDARG00000037871,0
ENSDARG00000087446,1
ENSDARG00000078111,0
ENSDARG00000037872,8
ENSDARG00000070021,4
ENSDARG00000037873,3
ENSDARG00000037874,0
ENSDARG00000015575,17
ENSDARG00000078866,1
ENSDARG00000100059,0
ENSDARG00000117275,1
ENSDARG00000105854,0
ENSDARG00000097269,0
ENSDARG00000052741,2
ENSDARG00000115627,0
ENSDARG00000025826,8
ENSDARG00000059654,76
ENSDARG00000028786,2
ENSDARG00000033382,12
ENSDARG00000037879,15
ENSDARG00000034473,13
ENSDARG00000074842,0
ENSDARG00000030573,4
ENSDARG00000075368,2
ENSDARG00000097799,3
ENSDARG00000097321,0
ENSDARG00000097382,0
ENSDARG00000097777,0
ENSDARG00000097610,0
ENSDARG00000113834,0
ENSDARG00000112996,0
ENSDARG00000114676,0
ENSDARG00000098391,12
ENSDARG00000104538,2
ENSDARG00000100947,1
ENSDARG00000100419,14
ENSDARG00000104199,1
ENSDARG00000102366,0
ENSDARG00000099888,2
ENSDARG00000102976,8
ENSDARG00000103511,9
ENSDARG00000105113,6
ENSDARG00000102964,22
ENSDARG00000102711,0
ENSDARG00000099842,0
ENSDARG00000104984,0
ENSDARG00000098065,0
ENSDARG00000099344,0
ENSDARG00000102195,4
ENSDARG00000103483,10
ENSDARG00000103137,2
ENSDARG00000098949,1
ENSDARG00000099750,0
ENSDARG00000098491,0
ENSDARG00000102827,10
ENSDARG00000104568,4
ENSDARG00000116052,0
ENSDARG00000102583,2
ENSDARG00000098780,2
ENSDARG00000102512,0
ENSDARG00000052648,2
ENSDARG00000109060,0
ENSDARG00000059616,0
ENSDARG00000074017,3
ENSDARG00000015722,17
ENSDARG00000062304,10
ENSDARG00000078649,0
ENSDARG00000069961,0
ENSDARG00000052649,27
ENSDARG00000079264,1
ENSDARG00000097197,0
ENSDARG00000085526,0
ENSDARG00000059610,19
ENSDARG00000074661,0
ENSDARG00000020504,176
ENSDARG00000037838,23
ENSDARG00000097600,0
ENSDARG00000117665,0
ENSDARG00000037836,1
ENSDARG00000052642,5
ENSDARG00000095080,0
ENSDARG00000076867,7
ENSDARG00000020363,3
ENSDARG00000037835,4
ENSDARG00000076118,0
ENSDARG00000078180,0
ENSDARG00000078824,2
ENSDARG00000091579,7
ENSDARG00000020326,5
ENSDARG00000052617,0
ENSDARG00000032344,7
ENSDARG00000090120,5
ENSDARG00000096931,0
ENSDARG00000004470,23
ENSDARG00000014420,165
ENSDARG00000113064,1
ENSDARG00000043105,1
ENSDARG00000069937,1
ENSDARG00000081869,0
ENSDARG00000031325,0
ENSDARG00000111357,1
ENSDARG00000111698,0
ENSDARG00000069940,14
ENSDARG00000107930,0
ENSDARG00000089292,1
ENSDARG00000115377,0
ENSDARG00000104027,0
ENSDARG00000098208,0
ENSDARG00000098749,1
ENSDARG00000102267,2
ENSDARG00000117589,0
ENSDARG00000101914,9
ENSDARG00000098355,106
ENSDARG00000102668,0
ENSDARG00000104225,7
ENSDARG00000102424,2
ENSDARG00000099149,0
ENSDARG00000114992,0
ENSDARG00000110960,0
ENSDARG00000111935,0
ENSDARG00000099873,0
ENSDARG00000101749,6
ENSDARG00000104829,2
ENSDARG00000085569,0
ENSDARG00000102720,0
ENSDARG00000101264,0
ENSDARG00000104483,1
ENSDARG00000099615,0
ENSDARG00000099383,2
ENSDARG00000102946,0
ENSDARG00000101585,2
ENSDARG00000102810,3
ENSDARG00000100349,6
ENSDARG00000101037,5
ENSDARG00000102948,0
ENSDARG00000099292,0
ENSDARG00000104436,54
ENSDARG00000103193,0
ENSDARG00000104022,2
ENSDARG00000104603,0
ENSDARG00000097890,0
ENSDARG00000038768,24
ENSDARG00000038770,1
ENSDARG00000020960,9
ENSDARG00000042357,5
ENSDARG00000052215,2
ENSDARG00000086228,0
ENSDARG00000077698,2
ENSDARG00000078953,3
ENSDARG00000052222,0
ENSDARG00000059498,2
ENSDARG00000074443,29
ENSDARG00000052223,48
ENSDARG00000097769,0
ENSDARG00000086204,2
ENSDARG00000097976,0
ENSDARG00000105223,31
ENSDARG00000101457,3
ENSDARG00000102161,1
ENSDARG00000097006,2
ENSDARG00000080933,0
ENSDARG00000010727,2
ENSDARG00000097451,0
ENSDARG00000062799,3
ENSDARG00000078222,3
ENSDARG00000081891,0
ENSDARG00000099792,0
ENSDARG00000070979,0
ENSDARG00000074362,0
ENSDARG00000056062,0
ENSDARG00000096946,0
ENSDARG00000116704,0
ENSDARG00000097960,0
ENSDARG00000097993,2
ENSDARG00000026313,0
ENSDARG00000097138,0
ENSDARG00000097680,0
ENSDARG00000078602,0
ENSDARG00000006240,1
ENSDARG00000003970,0
ENSDARG00000082480,0
ENSDARG00000089883,0
ENSDARG00000002872,3
ENSDARG00000090871,0
ENSDARG00000089951,0
ENSDARG00000021233,5
ENSDARG00000073974,0
ENSDARG00000077249,0
ENSDARG00000077915,0
ENSDARG00000108067,0
ENSDARG00000091754,7
ENSDARG00000029931,3
ENSDARG00000089922,2
ENSDARG00000052150,55
ENSDARG00000042338,2
ENSDARG00000078364,0
ENSDARG00000078904,31
ENSDARG00000098017,7
ENSDARG00000007603,4
ENSDARG00000007092,2
ENSDARG00000059475,3
ENSDARG00000039116,2
ENSDARG00000075015,21
ENSDARG00000052176,0
ENSDARG00000016213,0
ENSDARG00000052139,21
ENSDARG00000028048,18
ENSDARG00000082126,0
ENSDARG00000098294,3
ENSDARG00000077847,18
ENSDARG00000108978,0
ENSDARG00000005679,15
ENSDARG00000079808,0
ENSDARG00000020265,0
ENSDARG00000022232,5
ENSDARG00000014929,0
ENSDARG00000016889,52
ENSDARG00000030756,8
ENSDARG00000036548,0
ENSDARG00000076144,0
ENSDARG00000094952,0
ENSDARG00000095312,0
ENSDARG00000020976,3
ENSDARG00000004796,8
ENSDARG00000079802,2
ENSDARG00000036541,3
ENSDARG00000069729,0
ENSDARG00000010918,1
ENSDARG00000069734,0
ENSDARG00000069735,0
ENSDARG00000097238,0
ENSDARG00000097011,0
ENSDARG00000089087,0
ENSDARG00000079078,0
ENSDARG00000113599,109
ENSDARG00000089475,61
ENSDARG00000115405,61
ENSDARG00000088330,82
ENSDARG00000087390,94
ENSDARG00000089124,48
ENSDARG00000079305,53
ENSDARG00000018393,4
ENSDARG00000035706,7
ENSDARG00000097571,0
ENSDARG00000107630,0
ENSDARG00000018109,0
ENSDARG00000013997,3
ENSDARG00000097737,0
ENSDARG00000080685,0
ENSDARG00000078186,8
ENSDARG00000100149,25
ENSDARG00000079679,1
ENSDARG00000102045,0
ENSDARG00000099841,0
ENSDARG00000100672,0
ENSDARG00000039240,0
ENSDARG00000005159,0
ENSDARG00000097291,0
ENSDARG00000089829,3
ENSDARG00000100331,3
ENSDARG00000087954,1
ENSDARG00000086628,0
ENSDARG00000117771,0
ENSDARG00000115573,2
ENSDARG00000099465,18
ENSDARG00000001804,1
ENSDARG00000062947,2
ENSDARG00000004322,1
ENSDARG00000006522,1
ENSDARG00000021846,3
ENSDARG00000103739,12
ENSDARG00000059574,0
ENSDARG00000109643,0
ENSDARG00000025428,4
ENSDARG00000076742,13
ENSDARG00000032327,29
ENSDARG00000075261,4
ENSDARG00000078608,0
ENSDARG00000037805,1
ENSDARG00000076848,0
ENSDARG00000040528,4
ENSDARG00000012192,0
ENSDARG00000052429,10
ENSDARG00000069787,0
ENSDARG00000095806,0
ENSDARG00000102450,0
ENSDARG00000089291,2
ENSDARG00000031126,1
ENSDARG00000053953,0
ENSDARG00000102254,2
ENSDARG00000097566,0
ENSDARG00000097851,0
ENSDARG00000097809,0
ENSDARG00000096821,0
ENSDARG00000079603,0
ENSDARG00000097337,1
ENSDARG00000078428,0
ENSDARG00000052426,0
ENSDARG00000069878,6
ENSDARG00000014794,35
ENSDARG00000100690,0
ENSDARG00000090901,4
ENSDARG00000117625,0
ENSDARG00000115174,7
ENSDARG00000088258,0
ENSDARG00000117344,1
ENSDARG00000087210,0
ENSDARG00000059914,0
ENSDARG00000035952,0
ENSDARG00000052300,0
ENSDARG00000097343,0
ENSDARG00000086459,4
ENSDARG00000031618,0
ENSDARG00000087306,0
ENSDARG00000115425,0
ENSDARG00000097015,0
ENSDARG00000039453,2
ENSDARG00000097297,0
ENSDARG00000069839,0
ENSDARG00000111019,0
ENSDARG00000093689,0
ENSDARG00000097603,0
ENSDARG00000110539,0
ENSDARG00000097271,0
ENSDARG00000113546,0
ENSDARG00000059567,0
ENSDARG00000014366,10
ENSDARG00000040601,0
ENSDARG00000078975,0
ENSDARG00000117537,0
ENSDARG00000101356,0
ENSDARG00000099238,5
ENSDARG00000099222,0
ENSDARG00000115505,0
ENSDARG00000111820,0
ENSDARG00000098821,6
ENSDARG00000074671,15
ENSDARG00000060263,4
ENSDARG00000116806,20
ENSDARG00000078383,9
ENSDARG00000077732,32
ENSDARG00000043795,28
ENSDARG00000026834,5
ENSDARG00000059556,1
ENSDARG00000089338,1
ENSDARG00000076807,1
ENSDARG00000069869,1
ENSDARG00000103341,0
ENSDARG00000090930,1
ENSDARG00000097523,0
ENSDARG00000059557,0
ENSDARG00000089079,0
ENSDARG00000102593,1
ENSDARG00000074345,8
ENSDARG00000085668,0
ENSDARG00000098465,60
ENSDARG00000102896,3
ENSDARG00000099516,2
ENSDARG00000103893,5
ENSDARG00000102828,0
ENSDARG00000117600,0
ENSDARG00000115335,0
ENSDARG00000101919,2
ENSDARG00000036844,0
ENSDARG00000036846,4
ENSDARG00000090861,0
ENSDARG00000036852,0
ENSDARG00000099260,0
ENSDARG00000030560,6
ENSDARG00000052360,0
ENSDARG00000074669,0
ENSDARG00000018903,19
ENSDARG00000037790,30
ENSDARG00000024433,263
ENSDARG00000098994,0
ENSDARG00000037789,7958
ENSDARG00000032836,27
ENSDARG00000076324,11
ENSDARG00000074086,0
ENSDARG00000097521,1
ENSDARG00000097842,5
ENSDARG00000097501,0
ENSDARG00000088331,2
ENSDARG00000098021,0
ENSDARG00000096851,2
ENSDARG00000086332,6
ENSDARG00000031119,0
ENSDARG00000101684,0
ENSDARG00000097098,0
ENSDARG00000103947,4
ENSDARG00000074768,1
ENSDARG00000037794,0
ENSDARG00000074317,0
ENSDARG00000076679,35
ENSDARG00000067607,0
ENSDARG00000056394,5
ENSDARG00000041300,0
ENSDARG00000079482,0
ENSDARG00000041294,0
ENSDARG00000052344,3
ENSDARG00000067593,7
ENSDARG00000116815,3
ENSDARG00000116271,10
ENSDARG00000116723,0
ENSDARG00000102658,2
ENSDARG00000115456,0
ENSDARG00000069796,8
ENSDARG00000078281,1
ENSDARG00000111506,0
ENSDARG00000076831,2
ENSDARG00000077080,1
ENSDARG00000037783,11
ENSDARG00000037782,1
ENSDARG00000069806,0
ENSDARG00000097714,1
ENSDARG00000043923,3
ENSDARG00000102141,1
ENSDARG00000102123,0
ENSDARG00000114503,0
ENSDARG00000115971,0
ENSDARG00000098311,0
ENSDARG00000104839,0
ENSDARG00000100143,0
ENSDARG00000102474,2
ENSDARG00000104049,4
ENSDARG00000102226,1
ENSDARG00000103095,4
ENSDARG00000102128,0
ENSDARG00000110470,1
ENSDARG00000100422,0
ENSDARG00000104632,0
ENSDARG00000100660,3
ENSDARG00000113107,0
ENSDARG00000099787,0
ENSDARG00000112451,0
ENSDARG00000070546,0
ENSDARG00000045914,48
ENSDARG00000045913,20
ENSDARG00000045911,2
ENSDARG00000045910,6
ENSDARG00000045909,1
ENSDARG00000025073,709
ENSDARG00000084828,0
ENSDARG00000095951,0
ENSDARG00000093924,0
ENSDARG00000108269,0
ENSDARG00000084451,0
ENSDARG00000031737,0
ENSDARG00000099652,1
ENSDARG00000101047,4
ENSDARG00000102104,0
ENSDARG00000099833,2
ENSDARG00000103870,0
ENSDARG00000096118,14
ENSDARG00000045900,3
ENSDARG00000016968,8
ENSDARG00000102878,12
ENSDARG00000059311,22
ENSDARG00000017386,1
ENSDARG00000045898,26
ENSDARG00000006060,7
ENSDARG00000113105,0
ENSDARG00000103050,0
ENSDARG00000070535,0
ENSDARG00000013789,0
ENSDARG00000063686,8
ENSDARG00000087962,3
ENSDARG00000099313,17
ENSDARG00000103102,0
ENSDARG00000104018,56
ENSDARG00000102157,0
ENSDARG00000098612,4
ENSDARG00000100898,0
ENSDARG00000102340,31
ENSDARG00000111388,3
ENSDARG00000025601,0
ENSDARG00000063672,5
ENSDARG00000018149,26
ENSDARG00000095920,0
ENSDARG00000045886,31
ENSDARG00000045885,9
ENSDARG00000007413,15
ENSDARG00000097341,0
ENSDARG00000045880,0
ENSDARG00000009657,8
ENSDARG00000093658,3
ENSDARG00000026839,9
ENSDARG00000016979,16
ENSDARG00000070477,3
ENSDARG00000045878,0
ENSDARG00000045877,26
ENSDARG00000079391,28
ENSDARG00000015921,2
ENSDARG00000099520,0
ENSDARG00000061544,0
ENSDARG00000020812,0
ENSDARG00000094007,0
ENSDARG00000093685,0
ENSDARG00000059196,0
ENSDARG00000009262,3
ENSDARG00000018618,47
ENSDARG00000045874,9
ENSDARG00000057468,0
ENSDARG00000045873,0
ENSDARG00000079143,0
ENSDARG00000057714,5
ENSDARG00000045224,1
ENSDARG00000011246,2
ENSDARG00000053709,0
ENSDARG00000099129,12
ENSDARG00000101813,37
ENSDARG00000039724,0
ENSDARG00000070441,2
ENSDARG00000011961,15
ENSDARG00000008986,3
ENSDARG00000008235,2
ENSDARG00000107595,0
ENSDARG00000004592,2
ENSDARG00000006567,0
ENSDARG00000016231,1
ENSDARG00000016749,2
ENSDARG00000004227,1
ENSDARG00000006038,5
ENSDARG00000045870,8
ENSDARG00000098551,0
ENSDARG00000060248,2
ENSDARG00000017757,6
ENSDARG00000030598,1
ENSDARG00000077356,0
ENSDARG00000097907,0
ENSDARG00000089860,0
ENSDARG00000097073,0
ENSDARG00000039843,2
ENSDARG00000077654,1
ENSDARG00000112842,0
ENSDARG00000070414,0
ENSDARG00000033296,0
ENSDARG00000006283,16
ENSDARG00000045864,2
ENSDARG00000045863,0
ENSDARG00000093470,0
ENSDARG00000105162,2
ENSDARG00000107526,0
ENSDARG00000016691,23
ENSDARG00000101363,5
ENSDARG00000095042,1
ENSDARG00000100963,0
ENSDARG00000115613,13
ENSDARG00000059043,4
ENSDARG00000075281,1
ENSDARG00000023766,6
ENSDARG00000097286,0
ENSDARG00000039356,0
ENSDARG00000059064,0
ENSDARG00000099725,0
ENSDARG00000090401,0
ENSDARG00000063578,0
ENSDARG00000106466,0
ENSDARG00000063563,21
ENSDARG00000039350,6
ENSDARG00000073963,0
ENSDARG00000069607,7
ENSDARG00000059053,9
ENSDARG00000092677,14
ENSDARG00000020871,10
ENSDARG00000039346,32
ENSDARG00000101565,8
ENSDARG00000097044,2
ENSDARG00000059003,2
ENSDARG00000039343,23
ENSDARG00000039340,0
ENSDARG00000070408,1
ENSDARG00000045858,3
ENSDARG00000045856,0
ENSDARG00000045854,0
ENSDARG00000045853,0
ENSDARG00000045851,0
ENSDARG00000095324,0
ENSDARG00000015623,0
ENSDARG00000030694,91
ENSDARG00000096037,3
ENSDARG00000045850,3
ENSDARG00000015931,19
ENSDARG00000063481,2
ENSDARG00000045847,14
ENSDARG00000045846,1
ENSDARG00000045843,9
ENSDARG00000045842,7
ENSDARG00000095332,2
ENSDARG00000014395,2
ENSDARG00000045837,1
ENSDARG00000094254,1
ENSDARG00000097507,4
ENSDARG00000095186,0
ENSDARG00000096986,0
ENSDARG00000097353,7
ENSDARG00000110143,0
ENSDARG00000045836,4
ENSDARG00000006409,1
ENSDARG00000045835,63
ENSDARG00000045834,2
ENSDARG00000034700,4
ENSDARG00000024465,10
ENSDARG00000017355,1
ENSDARG00000031956,2
ENSDARG00000070220,0
ENSDARG00000075956,0
ENSDARG00000009607,1
ENSDARG00000054321,48
ENSDARG00000024654,1
ENSDARG00000040610,5
ENSDARG00000003200,0
ENSDARG00000100253,0
ENSDARG00000091640,0
ENSDARG00000073858,5
ENSDARG00000088078,1
ENSDARG00000099560,6
ENSDARG00000087120,0
ENSDARG00000099280,4
ENSDARG00000101680,15
ENSDARG00000098745,0
ENSDARG00000074223,10
ENSDARG00000093020,0
ENSDARG00000091974,1
ENSDARG00000005453,15
ENSDARG00000090468,1
ENSDARG00000099281,14
ENSDARG00000068701,15
ENSDARG00000097967,0
ENSDARG00000068705,0
ENSDARG00000068708,25
ENSDARG00000024874,8
ENSDARG00000096138,0
ENSDARG00000084778,0
ENSDARG00000107521,0
ENSDARG00000110906,0
ENSDARG00000113211,0
ENSDARG00000102702,0
ENSDARG00000102461,0
ENSDARG00000101296,0
ENSDARG00000099870,3
ENSDARG00000070314,10
ENSDARG00000045822,46
ENSDARG00000105079,2
ENSDARG00000101254,0
ENSDARG00000006029,9
ENSDARG00000018688,1
ENSDARG00000112117,0
ENSDARG00000079470,0
ENSDARG00000105096,0
ENSDARG00000104976,0
ENSDARG00000086740,24
ENSDARG00000027799,3
ENSDARG00000045815,0
ENSDARG00000078073,6
ENSDARG00000075025,5
ENSDARG00000074905,0
ENSDARG00000026052,0
ENSDARG00000002663,4
ENSDARG00000074547,1
ENSDARG00000076313,0
ENSDARG00000074613,6
ENSDARG00000039393,6
ENSDARG00000039392,26
ENSDARG00000108662,0
ENSDARG00000081119,0
ENSDARG00000079824,1
ENSDARG00000076014,2
ENSDARG00000031930,1
ENSDARG00000109986,0
ENSDARG00000102464,1
ENSDARG00000081240,0
ENSDARG00000045801,4
ENSDARG00000096855,0
ENSDARG00000101849,35
ENSDARG00000093557,0
ENSDARG00000103537,0
ENSDARG00000102020,3
ENSDARG00000101967,17
ENSDARG00000088181,7
ENSDARG00000063097,5
ENSDARG00000039681,10
ENSDARG00000070230,0
ENSDARG00000077926,3
ENSDARG00000073881,2
ENSDARG00000034375,3
ENSDARG00000039185,16
ENSDARG00000058127,0
ENSDARG00000045788,3
ENSDARG00000045789,12
ENSDARG00000045790,0
ENSDARG00000058159,1
ENSDARG00000063149,21
ENSDARG00000016538,0
ENSDARG00000025859,4
ENSDARG00000058042,1
ENSDARG00000088044,0
ENSDARG00000091656,10
ENSDARG00000099821,0
ENSDARG00000063054,2
ENSDARG00000075501,4
ENSDARG00000058030,5
ENSDARG00000045704,3
ENSDARG00000045705,7
ENSDARG00000033179,2
ENSDARG00000109844,10
ENSDARG00000110426,5
ENSDARG00000096009,0
ENSDARG00000025824,1
ENSDARG00000004386,7
ENSDARG00000114963,0
ENSDARG00000045706,4
ENSDARG00000094732,1
ENSDARG00000057983,0
ENSDARG00000063008,17
ENSDARG00000057974,2
ENSDARG00000086650,0
ENSDARG00000003570,35
ENSDARG00000057942,0
ENSDARG00000062983,2
ENSDARG00000045708,0
ENSDARG00000070126,0
ENSDARG00000062968,11
ENSDARG00000057929,0
ENSDARG00000057921,1
ENSDARG00000018820,0
ENSDARG00000032799,15
ENSDARG00000032389,2
ENSDARG00000034326,11
ENSDARG00000045747,0
ENSDARG00000106389,0
ENSDARG00000094973,0
ENSDARG00000045748,0
ENSDARG00000094597,0
ENSDARG00000116855,0
ENSDARG00000097175,0
ENSDARG00000111380,0
ENSDARG00000095446,0
ENSDARG00000093014,0
ENSDARG00000096967,1
ENSDARG00000045749,3
ENSDARG00000095994,0
ENSDARG00000045750,2
ENSDARG00000095981,0
ENSDARG00000045752,0
ENSDARG00000092989,0
ENSDARG00000045753,2
ENSDARG00000045754,0
ENSDARG00000045755,15
ENSDARG00000096083,0
ENSDARG00000096010,0
ENSDARG00000096184,1
ENSDARG00000096047,0
ENSDARG00000094603,0
ENSDARG00000096156,0
ENSDARG00000096187,0
ENSDARG00000096039,0
ENSDARG00000096153,0
ENSDARG00000045758,0
ENSDARG00000045760,3
ENSDARG00000001781,0
ENSDARG00000096114,0
ENSDARG00000096218,0
ENSDARG00000096131,0
ENSDARG00000094545,0
ENSDARG00000019235,11
ENSDARG00000063299,56
ENSDARG00000070015,0
ENSDARG00000003822,0
ENSDARG00000005451,86
ENSDARG00000079698,2
ENSDARG00000045765,0
ENSDARG00000112657,0
ENSDARG00000032765,19
ENSDARG00000081841,0
ENSDARG00000081284,0
ENSDARG00000096147,1
ENSDARG00000025576,3
ENSDARG00000031228,21
ENSDARG00000096099,0
ENSDARG00000093427,0
ENSDARG00000092083,0
ENSDARG00000117743,1
ENSDARG00000094299,0
ENSDARG00000005891,7
ENSDARG00000063255,4
ENSDARG00000094457,0
ENSDARG00000045768,30
ENSDARG00000032242,1
ENSDARG00000058366,7
ENSDARG00000017661,5
ENSDARG00000020015,14
ENSDARG00000006747,55
ENSDARG00000094980,0
ENSDARG00000007639,10
ENSDARG00000041665,32
ENSDARG00000087319,0
ENSDARG00000058244,0
ENSDARG00000103365,1
ENSDARG00000095461,0
ENSDARG00000074873,0
ENSDARG00000104625,0
ENSDARG00000103215,0
ENSDARG00000019396,8
ENSDARG00000013476,0
ENSDARG00000085437,0
ENSDARG00000008720,23
ENSDARG00000110404,0
ENSDARG00000032618,4
ENSDARG00000022165,14
ENSDARG00000005897,10
ENSDARG00000053127,2
ENSDARG00000053131,0
ENSDARG00000053136,0
ENSDARG00000069912,1
ENSDARG00000117577,0
ENSDARG00000045658,13
ENSDARG00000015824,0
ENSDARG00000005541,5
ENSDARG00000078613,0
ENSDARG00000014361,16
ENSDARG00000110543,0
ENSDARG00000094001,0
ENSDARG00000097457,0
ENSDARG00000096135,0
ENSDARG00000015053,4
ENSDARG00000117423,0
ENSDARG00000017841,27
ENSDARG00000045669,0
ENSDARG00000094646,11
ENSDARG00000092714,0
ENSDARG00000024211,0
ENSDARG00000045671,0
ENSDARG00000045672,0
ENSDARG00000045673,0
ENSDARG00000045675,2
ENSDARG00000045676,14
ENSDARG00000045677,1325
ENSDARG00000081977,0
ENSDARG00000045680,7
ENSDARG00000045681,1
ENSDARG00000045683,0
ENSDARG00000078745,3
ENSDARG00000105458,0
ENSDARG00000006396,6
ENSDARG00000112990,0
ENSDARG00000045685,4
ENSDARG00000045687,1
ENSDARG00000022550,0
ENSDARG00000045692,14
ENSDARG00000015966,7
ENSDARG00000045691,1
ENSDARG00000045694,6
ENSDARG00000095980,0
ENSDARG00000096149,0
ENSDARG00000109403,0
ENSDARG00000113738,0
ENSDARG00000097023,0
ENSDARG00000097419,0
ENSDARG00000093588,0
ENSDARG00000069780,1
ENSDARG00000011661,7
ENSDARG00000062797,41
ENSDARG00000018744,0
ENSDARG00000020086,3
ENSDARG00000096496,0
ENSDARG00000092161,0
ENSDARG00000003811,6
ENSDARG00000094799,0
ENSDARG00000077090,0
ENSDARG00000079892,0
ENSDARG00000015985,0
ENSDARG00000112970,0
ENSDARG00000045589,0
ENSDARG00000112858,0
ENSDARG00000057334,9
ENSDARG00000113699,0
ENSDARG00000106193,0
ENSDARG00000045594,0
ENSDARG00000045595,0
ENSDARG00000006215,17
ENSDARG00000045598,8
ENSDARG00000017366,0
ENSDARG00000020101,12
ENSDARG00000022424,2
ENSDARG00000004497,5
ENSDARG00000002952,14
ENSDARG00000045601,0
ENSDARG00000007764,0
ENSDARG00000096823,0
ENSDARG00000062651,4
ENSDARG00000000019,25
ENSDARG00000080467,0
ENSDARG00000083126,0
ENSDARG00000081095,0
ENSDARG00000000018,7
ENSDARG00000092341,1
ENSDARG00000093247,0
ENSDARG00000019328,28
ENSDARG00000032919,7
ENSDARG00000004336,2
