Identifier,DES-100ug/L-B
ENSDARG00000074508,3
ENSDARG00000104692,0
ENSDARG00000070787,27
ENSDARG00000009942,2
ENSDARG00000102054,0
ENSDARG00000056838,0
ENSDARG00000058663,0
ENSDARG00000045298,7
ENSDARG00000102146,10
ENSDARG00000077988,0
ENSDARG00000086998,2
ENSDARG00000076763,1
ENSDARG00000077018,1
ENSDARG00000102310,0
ENSDARG00000044942,11
ENSDARG00000044943,11
ENSDARG00000099163,0
ENSDARG00000113506,0
ENSDARG00000087944,0
ENSDARG00000089845,0
ENSDARG00000113172,0
ENSDARG00000089201,0
ENSDARG00000114837,0
ENSDARG00000022334,0
ENSDARG00000112313,0
ENSDARG00000112225,0
ENSDARG00000014356,0
ENSDARG00000089848,0
ENSDARG00000115036,0
ENSDARG00000086634,0
ENSDARG00000087060,0
ENSDARG00000070812,0
ENSDARG00000111064,0
ENSDARG00000114352,0
ENSDARG00000110460,0
ENSDARG00000112443,0
ENSDARG00000115976,0
ENSDARG00000116455,0
ENSDARG00000109767,0
ENSDARG00000110258,0
ENSDARG00000116818,0
ENSDARG00000115624,0
ENSDARG00000115291,0
ENSDARG00000115384,0
ENSDARG00000113868,0
ENSDARG00000114105,0
ENSDARG00000113827,0
ENSDARG00000109708,0
ENSDARG00000114254,0
ENSDARG00000110209,0
ENSDARG00000110939,0
ENSDARG00000115022,0
ENSDARG00000109500,0
ENSDARG00000112365,0
ENSDARG00000111095,0
ENSDARG00000115079,0
ENSDARG00000103999,0
ENSDARG00000094196,0
ENSDARG00000110117,0
ENSDARG00000091337,0
ENSDARG00000116576,0
ENSDARG00000112836,0
ENSDARG00000113889,0
ENSDARG00000115479,0
ENSDARG00000112210,0
ENSDARG00000111826,0
ENSDARG00000110591,0
ENSDARG00000087770,0
ENSDARG00000113484,0
ENSDARG00000113874,0
ENSDARG00000115683,0
ENSDARG00000117058,0
ENSDARG00000111163,0
ENSDARG00000111245,0
ENSDARG00000114253,0
ENSDARG00000116328,0
ENSDARG00000115298,0
ENSDARG00000116384,0
ENSDARG00000109379,0
ENSDARG00000113994,0
ENSDARG00000116946,0
ENSDARG00000112266,0
ENSDARG00000117196,0
ENSDARG00000113079,0
ENSDARG00000098483,0
ENSDARG00000116452,0
ENSDARG00000098682,0
ENSDARG00000116389,0
ENSDARG00000101099,0
ENSDARG00000112907,0
ENSDARG00000100754,0
ENSDARG00000115184,0
ENSDARG00000117197,0
ENSDARG00000113540,0
ENSDARG00000110231,0
ENSDARG00000111044,0
ENSDARG00000115772,0
ENSDARG00000113225,0
ENSDARG00000077475,0
ENSDARG00000109470,0
ENSDARG00000088658,0
ENSDARG00000087435,0
ENSDARG00000058504,6
ENSDARG00000058448,0
ENSDARG00000015208,12
ENSDARG00000103622,0
ENSDARG00000001969,1
ENSDARG00000035074,2
ENSDARG00000027403,5
ENSDARG00000058416,0
ENSDARG00000099142,0
ENSDARG00000070724,0
ENSDARG00000089681,12
ENSDARG00000074016,0
ENSDARG00000100764,0
ENSDARG00000103735,14
ENSDARG00000096993,0
ENSDARG00000043705,2
ENSDARG00000018411,0
ENSDARG00000105475,0
ENSDARG00000070083,382
ENSDARG00000070078,8
ENSDARG00000086505,0
ENSDARG00000102434,0
ENSDARG00000010789,12
ENSDARG00000114260,0
ENSDARG00000070073,0
ENSDARG00000020761,8
ENSDARG00000076148,0
ENSDARG00000095540,0
ENSDARG00000100968,2
ENSDARG00000041113,3
ENSDARG00000104802,0
ENSDARG00000106151,0
ENSDARG00000083580,0
ENSDARG00000098667,0
ENSDARG00000060442,1
ENSDARG00000097955,0
ENSDARG00000040779,1
ENSDARG00000028552,4
ENSDARG00000026882,3
ENSDARG00000104047,4
ENSDARG00000018671,0
ENSDARG00000100639,0
ENSDARG00000070059,0
ENSDARG00000031907,11
ENSDARG00000101341,6
ENSDARG00000099220,0
ENSDARG00000079740,0
ENSDARG00000070056,0
ENSDARG00000078504,1
ENSDARG00000098277,0
ENSDARG00000019941,12
ENSDARG00000100601,0
ENSDARG00000104286,0
ENSDARG00000101381,0
ENSDARG00000099121,0
ENSDARG00000109671,0
ENSDARG00000101744,3
ENSDARG00000103243,0
ENSDARG00000099691,0
ENSDARG00000104204,1
ENSDARG00000009724,5
ENSDARG00000069481,0
ENSDARG00000044925,2
ENSDARG00000044924,0
ENSDARG00000101845,0
ENSDARG00000102454,0
ENSDARG00000100605,0
ENSDARG00000099688,0
ENSDARG00000098571,0
ENSDARG00000103059,0
ENSDARG00000095672,9
ENSDARG00000112412,0
ENSDARG00000087346,1
ENSDARG00000098971,0
ENSDARG00000098453,5
ENSDARG00000058256,1
ENSDARG00000070714,0
ENSDARG00000077082,6
ENSDARG00000112277,0
ENSDARG00000100002,0
ENSDARG00000094327,0
ENSDARG00000005738,14
ENSDARG00000114737,0
ENSDARG00000112374,0
ENSDARG00000058683,0
ENSDARG00000058225,13
ENSDARG00000058220,0
ENSDARG00000077471,1
ENSDARG00000020497,13
ENSDARG00000058208,3
ENSDARG00000075625,7
ENSDARG00000070698,0
ENSDARG00000116421,0
ENSDARG00000099436,0
ENSDARG00000044914,32
ENSDARG00000105445,6
ENSDARG00000092254,0
ENSDARG00000105506,0
ENSDARG00000111469,0
ENSDARG00000088837,2
ENSDARG00000062471,0
ENSDARG00000022853,0
ENSDARG00000057997,2
ENSDARG00000057987,10
ENSDARG00000100891,0
ENSDARG00000117586,0
ENSDARG00000096988,2
ENSDARG00000016773,2
ENSDARG00000012674,3
ENSDARG00000009727,0
ENSDARG00000019797,1
ENSDARG00000097323,0
ENSDARG00000077741,0
ENSDARG00000105499,0
ENSDARG00000079534,0
ENSDARG00000117514,0
ENSDARG00000092026,0
ENSDARG00000113425,0
ENSDARG00000116193,0
ENSDARG00000060954,1
ENSDARG00000089086,17
ENSDARG00000013694,0
ENSDARG00000109830,3
ENSDARG00000070651,10
ENSDARG00000088801,3
ENSDARG00000057940,24
ENSDARG00000007601,2
ENSDARG00000077404,5
ENSDARG00000107785,0
ENSDARG00000096939,0
ENSDARG00000040764,48
ENSDARG00000002037,0
ENSDARG00000057708,11
ENSDARG00000098068,0
ENSDARG00000003169,6
ENSDARG00000070666,1
ENSDARG00000077778,0
ENSDARG00000082473,0
ENSDARG00000037593,3
ENSDARG00000085780,0
ENSDARG00000070672,0
ENSDARG00000070674,19
ENSDARG00000074804,2
ENSDARG00000015394,9
ENSDARG00000037587,4
ENSDARG00000027183,1
ENSDARG00000043661,0
ENSDARG00000086324,0
ENSDARG00000100101,0
ENSDARG00000070677,2
ENSDARG00000024815,1
ENSDARG00000015002,2
ENSDARG00000068192,1
ENSDARG00000103677,0
ENSDARG00000099409,0
ENSDARG00000114741,0
ENSDARG00000029866,0
ENSDARG00000044895,27
ENSDARG00000044894,4
ENSDARG00000106000,0
ENSDARG00000070597,3
ENSDARG00000090344,0
ENSDARG00000078147,0
ENSDARG00000002552,9
ENSDARG00000101371,0
ENSDARG00000070600,5
ENSDARG00000070601,5
ENSDARG00000070606,2
ENSDARG00000032161,8
ENSDARG00000112164,0
ENSDARG00000070621,1
ENSDARG00000100608,0
ENSDARG00000108723,0
ENSDARG00000109288,0
ENSDARG00000076120,86
ENSDARG00000089564,4
ENSDARG00000010794,7
ENSDARG00000044899,5
ENSDARG00000053205,2
ENSDARG00000009438,6
ENSDARG00000093627,0
ENSDARG00000074098,3
ENSDARG00000115768,0
ENSDARG00000057513,4
ENSDARG00000044902,25
ENSDARG00000082746,0
ENSDARG00000014358,0
ENSDARG00000075343,0
ENSDARG00000117276,0
ENSDARG00000075829,0
ENSDARG00000088933,1
ENSDARG00000020328,14
ENSDARG00000108760,0
ENSDARG00000102574,1
ENSDARG00000086927,3
ENSDARG00000086888,0
ENSDARG00000061099,4
ENSDARG00000103549,0
ENSDARG00000100326,0
ENSDARG00000000472,0
ENSDARG00000100635,37
ENSDARG00000099185,354
ENSDARG00000009612,2
ENSDARG00000117718,0
ENSDARG00000075745,0
ENSDARG00000009754,4
ENSDARG00000013122,8
ENSDARG00000016200,2
ENSDARG00000097411,0
ENSDARG00000101412,0
ENSDARG00000099000,0
ENSDARG00000025847,0
ENSDARG00000057575,12
ENSDARG00000094037,1
ENSDARG00000020544,0
ENSDARG00000011613,10
ENSDARG00000062241,0
ENSDARG00000062237,5
ENSDARG00000055552,0
ENSDARG00000062222,1
ENSDARG00000025902,3
ENSDARG00000099925,0
ENSDARG00000031463,0
ENSDARG00000062171,7
ENSDARG00000057112,0
ENSDARG00000070571,1
ENSDARG00000012506,1
ENSDARG00000018966,5
ENSDARG00000002912,1
ENSDARG00000002690,6
ENSDARG00000097736,0
ENSDARG00000057093,15
ENSDARG00000016753,5
ENSDARG00000006307,3
ENSDARG00000077261,1
ENSDARG00000029510,22
ENSDARG00000018423,0
ENSDARG00000105865,0
ENSDARG00000044874,8
ENSDARG00000002750,3
ENSDARG00000013087,18
ENSDARG00000099887,0
ENSDARG00000018840,7
ENSDARG00000076075,1
ENSDARG00000080181,0
ENSDARG00000104755,0
ENSDARG00000056995,1
ENSDARG00000088178,7
ENSDARG00000089724,0
ENSDARG00000070545,36
ENSDARG00000087186,1
ENSDARG00000077883,0
ENSDARG00000097733,0
ENSDARG00000070542,3
ENSDARG00000070541,0
ENSDARG00000062002,3
ENSDARG00000013477,0
ENSDARG00000026098,4
ENSDARG00000015990,8
ENSDARG00000017274,145
ENSDARG00000102967,0
ENSDARG00000082495,0
ENSDARG00000044862,0
ENSDARG00000044861,172
ENSDARG00000020595,6
ENSDARG00000019457,0
ENSDARG00000097510,0
ENSDARG00000025718,1
ENSDARG00000025699,4
ENSDARG00000032856,4
ENSDARG00000025679,1
ENSDARG00000025671,1
ENSDARG00000108767,0
ENSDARG00000056840,3
ENSDARG00000077434,0
ENSDARG00000070513,3
ENSDARG00000070511,5
ENSDARG00000056805,0
ENSDARG00000008034,5
ENSDARG00000061916,1
ENSDARG00000006601,1
ENSDARG00000115138,0
ENSDARG00000076451,6
ENSDARG00000075774,6
ENSDARG00000061889,1
ENSDARG00000056720,10
ENSDARG00000075536,15
ENSDARG00000100636,0
ENSDARG00000076952,1
ENSDARG00000002607,0
ENSDARG00000007494,0
ENSDARG00000021582,23
ENSDARG00000104233,0
ENSDARG00000033609,21
ENSDARG00000077826,0
ENSDARG00000052912,0
ENSDARG00000055620,3
ENSDARG00000016551,10
ENSDARG00000083954,0
ENSDARG00000087573,1
ENSDARG00000015156,8
ENSDARG00000105381,0
ENSDARG00000044827,2
ENSDARG00000105448,0
ENSDARG00000082942,0
ENSDARG00000105504,0
ENSDARG00000061656,0
ENSDARG00000098025,0
ENSDARG00000080781,0
ENSDARG00000007407,4
ENSDARG00000097455,0
ENSDARG00000105338,0
ENSDARG00000018691,11
ENSDARG00000075021,3
ENSDARG00000105437,0
ENSDARG00000006775,0
ENSDARG00000105319,0
ENSDARG00000044820,7
ENSDARG00000077215,1
ENSDARG00000061737,3
ENSDARG00000015546,3
ENSDARG00000102602,0
ENSDARG00000104418,15
ENSDARG00000022570,1
ENSDARG00000070467,1
ENSDARG00000021539,4
ENSDARG00000117730,0
ENSDARG00000087745,0
ENSDARG00000101124,0
ENSDARG00000099916,0
ENSDARG00000044803,5
ENSDARG00000044802,0
ENSDARG00000032885,0
ENSDARG00000105322,1
ENSDARG00000031049,7
ENSDARG00000101211,1
ENSDARG00000088630,1
ENSDARG00000083615,0
ENSDARG00000070709,0
ENSDARG00000099044,0
ENSDARG00000105083,0
ENSDARG00000070437,228
ENSDARG00000091126,0
ENSDARG00000056541,1
ENSDARG00000103556,0
ENSDARG00000056591,0
ENSDARG00000056601,3
ENSDARG00000057074,1
ENSDARG00000046132,11
ENSDARG00000056615,0
ENSDARG00000056618,0
ENSDARG00000056620,0
ENSDARG00000056624,0
ENSDARG00000056638,0
ENSDARG00000056650,4
ENSDARG00000104131,0
ENSDARG00000089383,1
ENSDARG00000095939,0
ENSDARG00000016918,109
ENSDARG00000079977,0
ENSDARG00000103205,0
ENSDARG00000108889,0
ENSDARG00000012949,2
ENSDARG00000015240,2
ENSDARG00000027236,18
ENSDARG00000100936,0
ENSDARG00000020191,0
ENSDARG00000091602,0
ENSDARG00000101176,0
ENSDARG00000089507,14
ENSDARG00000097024,0
ENSDARG00000097979,0
ENSDARG00000097231,0
ENSDARG00000097491,0
ENSDARG00000055966,3
ENSDARG00000027131,5
ENSDARG00000055976,4
ENSDARG00000087742,1
ENSDARG00000020758,6
ENSDARG00000013422,3
ENSDARG00000112694,0
ENSDARG00000043442,6
ENSDARG00000070401,1
ENSDARG00000061553,0
ENSDARG00000078959,1
ENSDARG00000056019,2
ENSDARG00000056028,4
ENSDARG00000025554,17
ENSDARG00000006923,0
ENSDARG00000084804,0
ENSDARG00000086881,1
ENSDARG00000100787,0
ENSDARG00000114081,0
ENSDARG00000105349,0
ENSDARG00000098881,0
ENSDARG00000075030,2
ENSDARG00000078238,2
ENSDARG00000010978,1
ENSDARG00000001897,5
ENSDARG00000101613,2
ENSDARG00000061640,8
ENSDARG00000004632,4
ENSDARG00000105156,0
ENSDARG00000070416,3
ENSDARG00000100400,0
ENSDARG00000090785,1
ENSDARG00000084222,0
ENSDARG00000113841,0
ENSDARG00000111392,0
ENSDARG00000113860,0
ENSDARG00000112440,0
ENSDARG00000117553,0
ENSDARG00000096934,0
ENSDARG00000097963,0
ENSDARG00000027041,4
ENSDARG00000109122,0
ENSDARG00000102124,0
ENSDARG00000102786,0
ENSDARG00000101617,0
ENSDARG00000117268,0
ENSDARG00000075698,1
ENSDARG00000073802,0
ENSDARG00000108486,0
ENSDARG00000085015,0
ENSDARG00000026985,10
ENSDARG00000061497,0
ENSDARG00000003974,1
ENSDARG00000079188,0
ENSDARG00000101271,0
ENSDARG00000030687,4
ENSDARG00000061436,34
ENSDARG00000113099,0
ENSDARG00000074908,80
ENSDARG00000023176,5
ENSDARG00000076622,6
ENSDARG00000068193,0
ENSDARG00000015352,5
ENSDARG00000043009,6
ENSDARG00000105480,0
ENSDARG00000080044,0
ENSDARG00000088799,0
ENSDARG00000100488,0
ENSDARG00000075456,0
ENSDARG00000080021,0
ENSDARG00000055540,3
ENSDARG00000111612,1
ENSDARG00000100115,0
ENSDARG00000061260,1
ENSDARG00000033376,1
ENSDARG00000027065,15
ENSDARG00000018174,23
ENSDARG00000070360,0
ENSDARG00000082997,0
ENSDARG00000011262,0
ENSDARG00000078585,0
ENSDARG00000099456,0
ENSDARG00000004871,0
ENSDARG00000080299,0
ENSDARG00000005141,5
ENSDARG00000055373,4
ENSDARG00000117750,0
ENSDARG00000070318,0
ENSDARG00000004060,18
ENSDARG00000074149,1
ENSDARG00000074836,1
ENSDARG00000041974,18
ENSDARG00000018146,55
ENSDARG00000087939,0
ENSDARG00000007195,2
ENSDARG00000041991,1
ENSDARG00000012496,0
ENSDARG00000003632,1
ENSDARG00000042004,2
ENSDARG00000029402,8
ENSDARG00000003526,36
ENSDARG00000055307,31
ENSDARG00000055300,1
ENSDARG00000055295,0
ENSDARG00000091762,0
ENSDARG00000090301,5
ENSDARG00000090297,1
ENSDARG00000096865,0
ENSDARG00000097436,0
ENSDARG00000117364,0
ENSDARG00000098246,0
ENSDARG00000103773,0
ENSDARG00000098581,0
ENSDARG00000117656,0
ENSDARG00000117559,0
ENSDARG00000109722,0
ENSDARG00000117702,0
ENSDARG00000105259,0
ENSDARG00000117591,0
ENSDARG00000117340,0
ENSDARG00000103425,1
ENSDARG00000103178,0
ENSDARG00000098699,0
ENSDARG00000099636,0
ENSDARG00000102955,0
ENSDARG00000078760,1
ENSDARG00000044672,0
ENSDARG00000102773,0
ENSDARG00000029689,12
ENSDARG00000112378,0
ENSDARG00000105511,0
ENSDARG00000105339,0
ENSDARG00000075571,1
ENSDARG00000091304,0
ENSDARG00000103663,0
ENSDARG00000104989,0
ENSDARG00000102722,2
ENSDARG00000100406,62
ENSDARG00000108935,0
ENSDARG00000099902,14
ENSDARG00000099989,0
ENSDARG00000105463,0
ENSDARG00000115455,0
ENSDARG00000105178,2
ENSDARG00000110164,0
ENSDARG00000079161,13
ENSDARG00000096876,0
ENSDARG00000044669,29
ENSDARG00000104562,0
ENSDARG00000014324,0
ENSDARG00000055238,0
ENSDARG00000070229,3
ENSDARG00000008542,3
ENSDARG00000033175,21
ENSDARG00000030297,10
ENSDARG00000070213,0
ENSDARG00000079765,0
ENSDARG00000070214,4
ENSDARG00000061000,0
ENSDARG00000105454,5
ENSDARG00000080100,0
ENSDARG00000012204,0
ENSDARG00000023768,1
ENSDARG00000077092,1
ENSDARG00000090914,3
ENSDARG00000075975,0
ENSDARG00000078473,39
ENSDARG00000117170,0
ENSDARG00000023609,1
ENSDARG00000104602,0
ENSDARG00000095098,0
ENSDARG00000079459,0
ENSDARG00000093703,0
ENSDARG00000095576,0
ENSDARG00000095775,0
ENSDARG00000095680,0
ENSDARG00000044569,0
ENSDARG00000071212,2
ENSDARG00000104449,0
ENSDARG00000114339,0
ENSDARG00000071211,12
ENSDARG00000078805,0
ENSDARG00000044573,32
ENSDARG00000071208,1
ENSDARG00000104784,0
ENSDARG00000007824,7
ENSDARG00000070161,16
ENSDARG00000010519,35
ENSDARG00000017340,1
ENSDARG00000090973,1
ENSDARG00000090728,0
ENSDARG00000089489,4
ENSDARG00000036428,0
ENSDARG00000086851,1
ENSDARG00000060900,4
ENSDARG00000107379,0
ENSDARG00000098988,0
ENSDARG00000095536,0
ENSDARG00000101201,0
ENSDARG00000060901,0
ENSDARG00000070165,0
ENSDARG00000102160,0
ENSDARG00000088346,0
ENSDARG00000105389,4
ENSDARG00000110662,0
ENSDARG00000114408,0
ENSDARG00000029795,26
ENSDARG00000004302,1
ENSDARG00000076532,89
ENSDARG00000015010,2
ENSDARG00000006341,0
ENSDARG00000105402,0
ENSDARG00000104039,3
ENSDARG00000105488,0
ENSDARG00000113869,0
ENSDARG00000105501,0
ENSDARG00000105354,0
ENSDARG00000105325,0
ENSDARG00000102305,4
ENSDARG00000099306,58
ENSDARG00000102023,0
ENSDARG00000102696,1
ENSDARG00000105435,0
ENSDARG00000117437,0
ENSDARG00000117669,2
ENSDARG00000098972,6
ENSDARG00000117232,0
ENSDARG00000100398,0
ENSDARG00000108098,0
ENSDARG00000116835,8
ENSDARG00000098473,0
ENSDARG00000087247,1
ENSDARG00000074808,0
ENSDARG00000112739,0
ENSDARG00000016649,10
ENSDARG00000007130,13
ENSDARG00000102911,0
ENSDARG00000038207,5
ENSDARG00000038205,3
ENSDARG00000054562,1
ENSDARG00000054560,2
ENSDARG00000060756,0
ENSDARG00000099903,0
ENSDARG00000112527,0
ENSDARG00000098374,1
ENSDARG00000054458,13
ENSDARG00000099320,0
ENSDARG00000030239,2
ENSDARG00000100339,0
ENSDARG00000073876,1
ENSDARG00000074210,3
ENSDARG00000103858,1
ENSDARG00000045989,4
ENSDARG00000030964,3
ENSDARG00000091509,0
ENSDARG00000021838,200
ENSDARG00000100154,1
ENSDARG00000008473,0
ENSDARG00000060734,1
ENSDARG00000116078,0
ENSDARG00000098359,3
ENSDARG00000102568,0
ENSDARG00000025421,7
ENSDARG00000104758,2
ENSDARG00000113503,0
ENSDARG00000087099,0
ENSDARG00000110517,0
ENSDARG00000116047,0
ENSDARG00000105356,0
ENSDARG00000036424,2
ENSDARG00000102755,0
ENSDARG00000112439,0
ENSDARG00000084808,0
ENSDARG00000117768,0
ENSDARG00000086271,0
ENSDARG00000032705,8
ENSDARG00000102883,4
ENSDARG00000105428,7
ENSDARG00000105456,0
ENSDARG00000105373,0
ENSDARG00000114395,0
ENSDARG00000086826,41
ENSDARG00000079443,2
ENSDARG00000054447,8
ENSDARG00000106631,1
ENSDARG00000117581,0
ENSDARG00000020884,0
ENSDARG00000113643,4
ENSDARG00000103608,0
ENSDARG00000103892,0
ENSDARG00000104358,0
ENSDARG00000108422,0
ENSDARG00000115906,0
ENSDARG00000117425,0
ENSDARG00000115531,0
ENSDARG00000113009,0
ENSDARG00000035808,3
ENSDARG00000076371,2
ENSDARG00000115383,1
ENSDARG00000068453,0
ENSDARG00000116101,0
ENSDARG00000068484,2
ENSDARG00000113978,0
ENSDARG00000105442,1
ENSDARG00000101057,0
ENSDARG00000104853,0
ENSDARG00000079219,4
ENSDARG00000105317,0
ENSDARG00000103915,6
ENSDARG00000077608,1
ENSDARG00000103129,7
ENSDARG00000099921,1
ENSDARG00000101877,9
ENSDARG00000103566,24
ENSDARG00000098635,11
ENSDARG00000105331,0
ENSDARG00000100528,0
ENSDARG00000100011,3
ENSDARG00000085375,0
ENSDARG00000102430,1
ENSDARG00000102978,19
ENSDARG00000115271,953
ENSDARG00000099755,1
ENSDARG00000099397,2
ENSDARG00000101465,1
ENSDARG00000103158,4
ENSDARG00000098666,3
ENSDARG00000103266,2
ENSDARG00000102977,12
ENSDARG00000101343,0
ENSDARG00000099106,5
ENSDARG00000102245,1
ENSDARG00000104470,8
ENSDARG00000099600,0
ENSDARG00000101146,0
ENSDARG00000101050,0
ENSDARG00000004875,3
ENSDARG00000105497,1
ENSDARG00000117145,2
ENSDARG00000105321,2
ENSDARG00000098639,2
ENSDARG00000100097,1
ENSDARG00000101309,4
ENSDARG00000098118,2
ENSDARG00000098574,8
ENSDARG00000098082,0
ENSDARG00000103831,4
ENSDARG00000100021,0
ENSDARG00000042458,3
ENSDARG00000100503,3
ENSDARG00000105394,0
ENSDARG00000115501,0
ENSDARG00000030583,3
ENSDARG00000021557,3
ENSDARG00000078835,2
ENSDARG00000096602,0
ENSDARG00000112433,0
ENSDARG00000103383,0
ENSDARG00000116210,0
ENSDARG00000076357,0
ENSDARG00000077177,1
ENSDARG00000026090,1
ENSDARG00000113674,0
ENSDARG00000045269,0
ENSDARG00000111827,0
ENSDARG00000045265,1
ENSDARG00000096727,1
ENSDARG00000059903,0
ENSDARG00000071877,8
ENSDARG00000102081,6
ENSDARG00000090142,0
ENSDARG00000099069,0
ENSDARG00000096562,2
ENSDARG00000096669,0
ENSDARG00000033170,7
ENSDARG00000096522,0
ENSDARG00000103785,32
ENSDARG00000079791,0
ENSDARG00000096662,0
ENSDARG00000059139,0
ENSDARG00000021372,32
ENSDARG00000078142,1
ENSDARG00000089888,0
ENSDARG00000037361,8
ENSDARG00000060001,4
ENSDARG00000037359,0
ENSDARG00000037358,6
ENSDARG00000105301,0
ENSDARG00000102861,0
ENSDARG00000104259,1
ENSDARG00000103614,3
ENSDARG00000109596,2
ENSDARG00000112861,0
ENSDARG00000115153,0
ENSDARG00000019274,7
ENSDARG00000096631,5
ENSDARG00000008623,2
ENSDARG00000040407,3
ENSDARG00000116800,0
ENSDARG00000059090,0
ENSDARG00000098194,1
ENSDARG00000102875,0
ENSDARG00000003293,0
ENSDARG00000111342,0
ENSDARG00000053186,0
ENSDARG00000076236,0
ENSDARG00000096550,0
ENSDARG00000076434,4
ENSDARG00000009870,1
ENSDARG00000074119,0
ENSDARG00000096784,0
ENSDARG00000096691,0
ENSDARG00000073891,0
ENSDARG00000059173,0
ENSDARG00000096519,0
ENSDARG00000059163,18
ENSDARG00000063612,11
ENSDARG00000079623,1
ENSDARG00000079067,0
ENSDARG00000015989,0
ENSDARG00000101755,2
ENSDARG00000079486,0
ENSDARG00000096532,0
ENSDARG00000014005,1
ENSDARG00000020795,9
ENSDARG00000079271,9
ENSDARG00000019746,0
ENSDARG00000074156,2
ENSDARG00000035809,330
ENSDARG00000099525,1
ENSDARG00000103543,277
ENSDARG00000114508,1
ENSDARG00000109510,28
ENSDARG00000020371,0
ENSDARG00000107441,0
ENSDARG00000100585,17
ENSDARG00000111945,0
ENSDARG00000059079,7
ENSDARG00000076966,4
ENSDARG00000074564,0
ENSDARG00000063555,3
ENSDARG00000100620,0
ENSDARG00000002576,1
ENSDARG00000045249,0
ENSDARG00000006944,0
ENSDARG00000011785,0
ENSDARG00000021154,3
ENSDARG00000016443,46
ENSDARG00000076439,3
ENSDARG00000090767,1
ENSDARG00000087857,3
ENSDARG00000059026,1
ENSDARG00000034470,105
ENSDARG00000002956,1
ENSDARG00000096587,0
ENSDARG00000063444,0
ENSDARG00000090630,0
ENSDARG00000071841,0
ENSDARG00000086183,2
ENSDARG00000023110,2
ENSDARG00000040513,1
ENSDARG00000010556,0
ENSDARG00000113717,0
ENSDARG00000040510,0
ENSDARG00000074666,0
ENSDARG00000015654,10
ENSDARG00000002259,3
ENSDARG00000087756,0
ENSDARG00000045947,22
ENSDARG00000063347,0
ENSDARG00000109442,0
ENSDARG00000063435,3
ENSDARG00000107175,0
ENSDARG00000058631,1
ENSDARG00000016923,0
ENSDARG00000076251,0
ENSDARG00000074229,10
ENSDARG00000077124,0
ENSDARG00000096616,100
ENSDARG00000090895,7
ENSDARG00000089314,0
ENSDARG00000075022,0
ENSDARG00000099712,6
ENSDARG00000099218,0
ENSDARG00000098738,0
ENSDARG00000104691,0
ENSDARG00000100678,0
ENSDARG00000099954,3
ENSDARG00000104255,1
ENSDARG00000102624,2
ENSDARG00000114453,0
ENSDARG00000113231,0
ENSDARG00000104662,0
ENSDARG00000100745,0
ENSDARG00000103588,2
ENSDARG00000106559,0
ENSDARG00000102349,0
ENSDARG00000101199,603
ENSDARG00000100397,35
ENSDARG00000102615,2
ENSDARG00000058421,0
ENSDARG00000063268,0
ENSDARG00000087921,0
ENSDARG00000002487,6
ENSDARG00000073771,1
ENSDARG00000040765,0
ENSDARG00000063283,2
ENSDARG00000079166,14
ENSDARG00000012824,3
ENSDARG00000014626,9
ENSDARG00000071560,1
ENSDARG00000112024,0
ENSDARG00000096779,0
ENSDARG00000096645,0
ENSDARG00000031770,4
ENSDARG00000079462,0
ENSDARG00000031616,6
ENSDARG00000013721,33
ENSDARG00000015747,2
ENSDARG00000029621,0
ENSDARG00000012829,3
ENSDARG00000096533,12
ENSDARG00000002968,2
ENSDARG00000031702,2
ENSDARG00000096552,0
ENSDARG00000096542,0
ENSDARG00000045219,0
ENSDARG00000071772,0
ENSDARG00000008127,0
ENSDARG00000115615,0
ENSDARG00000096624,0
ENSDARG00000029291,9
ENSDARG00000038576,16
ENSDARG00000063145,13
ENSDARG00000042054,3
ENSDARG00000070497,0
ENSDARG00000113689,0
ENSDARG00000070498,2
ENSDARG00000098098,0
ENSDARG00000083918,0
ENSDARG00000104687,1
ENSDARG00000017595,2
ENSDARG00000110151,0
ENSDARG00000111362,0
ENSDARG00000114499,0
ENSDARG00000077582,2
ENSDARG00000103436,10
ENSDARG00000079468,0
ENSDARG00000014682,0
ENSDARG00000086310,0
ENSDARG00000037196,3
ENSDARG00000100928,0
ENSDARG00000042827,2
ENSDARG00000042826,1
ENSDARG00000116094,0
ENSDARG00000023591,1
ENSDARG00000079939,15
ENSDARG00000004160,6
ENSDARG00000109216,0
ENSDARG00000033999,2
ENSDARG00000020521,6
ENSDARG00000057644,0
ENSDARG00000084856,0
ENSDARG00000013079,4
ENSDARG00000071745,0
ENSDARG00000018418,0
ENSDARG00000062943,6
ENSDARG00000010296,0
ENSDARG00000102784,0
ENSDARG00000026294,3
ENSDARG00000057531,0
ENSDARG00000099986,1
ENSDARG00000031293,5
ENSDARG00000071733,0
ENSDARG00000057417,0
ENSDARG00000033537,3
ENSDARG00000057429,0
ENSDARG00000099742,2
ENSDARG00000082100,0
ENSDARG00000104366,0
ENSDARG00000071709,2
