Identifier,TGSH-1ug/L-B
ENSDARG00000080777,0
ENSDARG00000083885,0
ENSDARG00000010280,26
ENSDARG00000084894,0
ENSDARG00000029497,1
ENSDARG00000030789,32
ENSDARG00000040678,7
ENSDARG00000040684,10
ENSDARG00000061373,5
ENSDARG00000012295,1
ENSDARG00000033802,6
ENSDARG00000069186,1
ENSDARG00000088013,2
ENSDARG00000055159,4
ENSDARG00000021402,14
ENSDARG00000085296,0
ENSDARG00000061274,1
ENSDARG00000061265,0
ENSDARG00000076328,0
ENSDARG00000055136,0
ENSDARG00000022659,15
ENSDARG00000055106,12
ENSDARG00000074384,0
ENSDARG00000018441,3
ENSDARG00000075284,0
ENSDARG00000112338,0
ENSDARG00000055052,50
ENSDARG00000014196,514
ENSDARG00000091889,0
ENSDARG00000020028,1
ENSDARG00000095376,0
ENSDARG00000089536,1
ENSDARG00000069111,0
ENSDARG00000093605,0
ENSDARG00000106642,0
ENSDARG00000105852,0
ENSDARG00000083852,0
ENSDARG00000117316,0
ENSDARG00000116917,0
ENSDARG00000069134,0
ENSDARG00000076733,1
ENSDARG00000074749,13
ENSDARG00000117461,0
ENSDARG00000093484,6
ENSDARG00000092452,0
ENSDARG00000045175,0
ENSDARG00000054867,10
ENSDARG00000092573,3
ENSDARG00000097855,5
ENSDARG00000069133,6
ENSDARG00000092912,0
ENSDARG00000000476,0
ENSDARG00000014333,9
ENSDARG00000005640,3
ENSDARG00000000651,3
ENSDARG00000000516,0
ENSDARG00000083379,0
ENSDARG00000000540,14
ENSDARG00000009267,3
ENSDARG00000000241,41
ENSDARG00000040730,8
ENSDARG00000028731,4
ENSDARG00000076182,0
ENSDARG00000040705,15
ENSDARG00000040700,0
ENSDARG00000092001,0
ENSDARG00000061062,5
ENSDARG00000054583,5
ENSDARG00000117405,0
ENSDARG00000094108,0
ENSDARG00000117044,0
ENSDARG00000009567,71
ENSDARG00000083027,0
ENSDARG00000040674,23
ENSDARG00000080591,0
ENSDARG00000077388,17
ENSDARG00000117796,0
ENSDARG00000094387,1
ENSDARG00000036558,60
ENSDARG00000095301,19
ENSDARG00000054378,26
ENSDARG00000078415,1
ENSDARG00000079133,0
ENSDARG00000011473,7
ENSDARG00000034718,12
ENSDARG00000001733,14
ENSDARG00000031678,50
ENSDARG00000094419,0
ENSDARG00000010962,5
ENSDARG00000000563,4248
ENSDARG00000097112,1
ENSDARG00000028213,3932
ENSDARG00000095675,8
ENSDARG00000040614,11
ENSDARG00000006065,12
ENSDARG00000116935,0
ENSDARG00000014008,12
ENSDARG00000111149,0
ENSDARG00000012244,111
ENSDARG00000108162,0
ENSDARG00000103056,0
ENSDARG00000079397,1
ENSDARG00000085695,0
ENSDARG00000019566,81
ENSDARG00000038938,5
ENSDARG00000038941,7
ENSDARG00000060875,1
ENSDARG00000110037,0
ENSDARG00000040490,0
ENSDARG00000060853,44
ENSDARG00000114622,0
ENSDARG00000018383,22
ENSDARG00000093648,0
ENSDARG00000074727,2
ENSDARG00000030478,24
ENSDARG00000040466,54
ENSDARG00000081067,0
ENSDARG00000016939,4
ENSDARG00000034989,0
ENSDARG00000112991,0
ENSDARG00000095101,0
ENSDARG00000100065,2
ENSDARG00000003544,8
ENSDARG00000092439,1
ENSDARG00000110044,0
ENSDARG00000095810,0
ENSDARG00000095965,2
ENSDARG00000095721,0
ENSDARG00000060682,47
ENSDARG00000010300,10
ENSDARG00000068945,1
ENSDARG00000026635,0
ENSDARG00000077813,0
ENSDARG00000112461,0
ENSDARG00000078266,8
ENSDARG00000098349,21
ENSDARG00000060671,7
ENSDARG00000092404,2
ENSDARG00000007099,6
ENSDARG00000101718,0
ENSDARG00000117549,4
ENSDARG00000104005,0
ENSDARG00000101367,3
ENSDARG00000031422,0
ENSDARG00000104931,0
ENSDARG00000025348,128
ENSDARG00000116108,0
ENSDARG00000020845,30
ENSDARG00000023302,0
ENSDARG00000041339,14
ENSDARG00000075989,52
ENSDARG00000052088,0
ENSDARG00000054975,0
ENSDARG00000068893,9
ENSDARG00000106243,0
ENSDARG00000078475,0
ENSDARG00000001873,21
ENSDARG00000077928,1
ENSDARG00000056128,1
ENSDARG00000068888,1
ENSDARG00000039827,13
ENSDARG00000076321,15
ENSDARG00000039824,3
ENSDARG00000102506,17
ENSDARG00000084279,0
ENSDARG00000017882,14
ENSDARG00000096858,0
ENSDARG00000019260,13
ENSDARG00000103180,0
ENSDARG00000097755,0
ENSDARG00000094078,0
ENSDARG00000011573,0
ENSDARG00000078433,11
ENSDARG00000077866,3
ENSDARG00000095838,0
ENSDARG00000053583,18
ENSDARG00000087203,4
ENSDARG00000091090,67
ENSDARG00000079741,6
ENSDARG00000108649,0
ENSDARG00000087754,0
ENSDARG00000012368,10
ENSDARG00000117323,0
ENSDARG00000086819,3
ENSDARG00000112732,0
ENSDARG00000040257,0
ENSDARG00000102829,7
ENSDARG00000102836,0
ENSDARG00000068280,2
ENSDARG00000008662,17
ENSDARG00000113024,0
ENSDARG00000117488,0
ENSDARG00000018553,1
ENSDARG00000097096,0
ENSDARG00000078468,3
ENSDARG00000040907,0
ENSDARG00000060303,0
ENSDARG00000004712,8
ENSDARG00000067723,0
ENSDARG00000103823,8
ENSDARG00000086100,0
ENSDARG00000098110,0
ENSDARG00000089190,12
ENSDARG00000101168,0
ENSDARG00000107021,0
ENSDARG00000086842,147
ENSDARG00000109678,3
ENSDARG00000098944,0
ENSDARG00000102265,1
ENSDARG00000056439,0
ENSDARG00000099298,16
ENSDARG00000078762,0
ENSDARG00000101774,0
ENSDARG00000060504,0
ENSDARG00000009493,2
ENSDARG00000099404,1
ENSDARG00000101641,1
ENSDARG00000101527,0
ENSDARG00000090844,2
ENSDARG00000088672,0
ENSDARG00000008540,5
ENSDARG00000107692,0
ENSDARG00000006008,40
ENSDARG00000104219,0
ENSDARG00000082154,0
ENSDARG00000117339,0
ENSDARG00000081883,0
ENSDARG00000080931,0
ENSDARG00000080742,0
ENSDARG00000108061,0
ENSDARG00000074153,0
ENSDARG00000111522,21
ENSDARG00000006467,11
ENSDARG00000102185,1
ENSDARG00000100133,106
ENSDARG00000053498,0
ENSDARG00000101999,5
ENSDARG00000060482,1
ENSDARG00000075685,7
ENSDARG00000068812,0
ENSDARG00000104832,0
ENSDARG00000077777,735
ENSDARG00000090988,3
ENSDARG00000060521,5
ENSDARG00000116059,0
ENSDARG00000006206,1
ENSDARG00000077809,0
ENSDARG00000038917,13
ENSDARG00000038918,1
ENSDARG00000045958,35
ENSDARG00000045027,5
ENSDARG00000097660,6
ENSDARG00000000529,3
ENSDARG00000001676,11
ENSDARG00000113153,0
ENSDARG00000075012,0
ENSDARG00000067596,0
ENSDARG00000115507,0
ENSDARG00000026024,6
ENSDARG00000034572,19
ENSDARG00000060438,8
ENSDARG00000112637,1
ENSDARG00000084399,0
ENSDARG00000115811,0
ENSDARG00000077761,0
ENSDARG00000076309,4
ENSDARG00000002299,0
ENSDARG00000117810,6
ENSDARG00000098249,1
ENSDARG00000104768,16
ENSDARG00000098790,2
ENSDARG00000112547,0
ENSDARG00000099236,14
ENSDARG00000102334,0
ENSDARG00000090198,0
ENSDARG00000108967,0
ENSDARG00000099088,0
ENSDARG00000104493,0
ENSDARG00000053365,710
ENSDARG00000068596,10
ENSDARG00000023188,3
ENSDARG00000098079,0
ENSDARG00000091138,3
ENSDARG00000102888,0
ENSDARG00000098398,0
ENSDARG00000100597,0
ENSDARG00000032353,11
ENSDARG00000036359,1
ENSDARG00000117824,3
ENSDARG00000039934,0
ENSDARG00000063570,3
ENSDARG00000075650,9
ENSDARG00000086075,13
ENSDARG00000038805,12
ENSDARG00000036974,0
ENSDARG00000058985,0
ENSDARG00000058988,0
ENSDARG00000077304,0
ENSDARG00000103980,5
ENSDARG00000040620,23
ENSDARG00000082628,0
ENSDARG00000059048,0
ENSDARG00000063577,0
ENSDARG00000040621,3
ENSDARG00000059059,0
ENSDARG00000102127,0
ENSDARG00000103612,12
ENSDARG00000099690,0
ENSDARG00000100197,0
ENSDARG00000107613,0
ENSDARG00000074914,0
ENSDARG00000103006,6
ENSDARG00000087585,0
ENSDARG00000087910,0
ENSDARG00000042872,1
ENSDARG00000074329,2
ENSDARG00000095223,0
ENSDARG00000010712,0
ENSDARG00000109233,0
ENSDARG00000075226,7
ENSDARG00000110346,3
ENSDARG00000014550,6
ENSDARG00000069726,0
ENSDARG00000112729,0
ENSDARG00000087341,5
ENSDARG00000102742,0
ENSDARG00000027600,5
ENSDARG00000079129,0
ENSDARG00000039959,0
ENSDARG00000109022,0
ENSDARG00000117666,0
ENSDARG00000117545,0
ENSDARG00000078257,0
ENSDARG00000001777,2
ENSDARG00000075376,7
ENSDARG00000111665,0
ENSDARG00000014963,5
ENSDARG00000008097,23
ENSDARG00000092467,140
ENSDARG00000078245,0
ENSDARG00000040087,2
ENSDARG00000058868,165
ENSDARG00000031749,0
ENSDARG00000035095,3
ENSDARG00000117546,10
ENSDARG00000067824,1
ENSDARG00000010023,0
ENSDARG00000090886,0
ENSDARG00000058949,1
ENSDARG00000113479,0
ENSDARG00000003934,3
ENSDARG00000089361,4
ENSDARG00000058946,1
ENSDARG00000079713,0
ENSDARG00000109823,0
ENSDARG00000074456,0
ENSDARG00000116637,0
ENSDARG00000006253,0
ENSDARG00000032801,3
ENSDARG00000060392,2
ENSDARG00000025899,0
ENSDARG00000091726,14
ENSDARG00000038308,2
ENSDARG00000020913,6
ENSDARG00000038302,7
ENSDARG00000013024,0
ENSDARG00000005108,13
ENSDARG00000025076,5
ENSDARG00000075747,1
ENSDARG00000077086,0
ENSDARG00000075054,0
ENSDARG00000069615,95
ENSDARG00000112087,17
ENSDARG00000100497,1
ENSDARG00000076724,0
ENSDARG00000076381,3
ENSDARG00000116680,56
ENSDARG00000010145,4
ENSDARG00000008560,13
ENSDARG00000075446,12
ENSDARG00000009864,6
ENSDARG00000108643,0
ENSDARG00000026908,191
ENSDARG00000020334,32
ENSDARG00000117187,0
ENSDARG00000063436,0
ENSDARG00000008948,1
ENSDARG00000107965,0
ENSDARG00000114920,1
ENSDARG00000036005,2
ENSDARG00000076529,3
ENSDARG00000100642,11
ENSDARG00000075802,0
ENSDARG00000010729,0
ENSDARG00000083624,0
ENSDARG00000090752,4
ENSDARG00000099005,4
ENSDARG00000069608,7
ENSDARG00000075229,0
ENSDARG00000069601,4
ENSDARG00000093688,1
ENSDARG00000079815,6
ENSDARG00000063665,7
ENSDARG00000092880,0
ENSDARG00000086996,9
ENSDARG00000059246,42
ENSDARG00000003429,67
ENSDARG00000026198,14
ENSDARG00000069590,3
ENSDARG00000091531,0
ENSDARG00000021082,14
ENSDARG00000059235,4
ENSDARG00000093630,0
ENSDARG00000094577,0
ENSDARG00000042995,4
ENSDARG00000076227,1
ENSDARG00000097088,0
ENSDARG00000042977,10
ENSDARG00000042975,12
ENSDARG00000092808,0
ENSDARG00000099204,0
ENSDARG00000008186,4
ENSDARG00000102251,1
ENSDARG00000103600,1
ENSDARG00000100170,52
ENSDARG00000104693,32
ENSDARG00000099182,4
ENSDARG00000098133,0
ENSDARG00000108637,0
ENSDARG00000098405,2
ENSDARG00000103025,19
ENSDARG00000100729,40
ENSDARG00000104682,156
ENSDARG00000100633,35
ENSDARG00000102300,2
ENSDARG00000084659,0
ENSDARG00000104242,20
ENSDARG00000100742,85
ENSDARG00000103787,10
ENSDARG00000095927,0
ENSDARG00000095853,0
ENSDARG00000075780,0
ENSDARG00000095953,0
ENSDARG00000092740,0
ENSDARG00000078271,0
ENSDARG00000095884,0
ENSDARG00000095902,0
ENSDARG00000093498,0
ENSDARG00000078441,18
ENSDARG00000014373,0
ENSDARG00000032769,1
ENSDARG00000041378,0
ENSDARG00000110273,0
ENSDARG00000104820,37
ENSDARG00000100322,0
ENSDARG00000104314,23
ENSDARG00000098211,3
ENSDARG00000107820,0
ENSDARG00000099187,0
ENSDARG00000102985,0
ENSDARG00000098929,0
ENSDARG00000099241,122
ENSDARG00000098902,2
ENSDARG00000103824,85
ENSDARG00000103052,4
ENSDARG00000098401,1
ENSDARG00000020948,10
ENSDARG00000067805,25
ENSDARG00000053527,3
ENSDARG00000003259,7
ENSDARG00000098338,3
ENSDARG00000019521,3
ENSDARG00000094708,0
ENSDARG00000040334,5
ENSDARG00000078542,0
ENSDARG00000092096,0
ENSDARG00000074652,4
ENSDARG00000114812,0
ENSDARG00000009459,11
ENSDARG00000053487,22
ENSDARG00000020258,69
ENSDARG00000035538,4
ENSDARG00000003157,3
ENSDARG00000068465,0
ENSDARG00000091558,0
ENSDARG00000053448,1
ENSDARG00000034403,0
ENSDARG00000053446,48
ENSDARG00000089569,0
ENSDARG00000094312,0
ENSDARG00000115315,0
ENSDARG00000040326,11
ENSDARG00000013457,10
ENSDARG00000053381,20
ENSDARG00000040535,1
ENSDARG00000103660,0
ENSDARG00000040338,10
ENSDARG00000078447,2
ENSDARG00000052658,1
ENSDARG00000074732,0
ENSDARG00000052656,0
ENSDARG00000060096,4
ENSDARG00000095081,0
ENSDARG00000036670,7
ENSDARG00000089307,6
ENSDARG00000044225,2
ENSDARG00000092104,0
ENSDARG00000021055,1
ENSDARG00000093621,0
ENSDARG00000074316,6
ENSDARG00000069390,0
ENSDARG00000095015,0
ENSDARG00000086838,0
ENSDARG00000062974,4
ENSDARG00000077202,0
ENSDARG00000057992,16
ENSDARG00000057995,1
ENSDARG00000114663,0
ENSDARG00000044246,0
ENSDARG00000075600,0
ENSDARG00000116784,0
ENSDARG00000044251,13
ENSDARG00000092269,4
ENSDARG00000063011,1
ENSDARG00000044253,2
ENSDARG00000044254,11
ENSDARG00000093531,0
ENSDARG00000034174,7
ENSDARG00000044255,8
ENSDARG00000006896,5
ENSDARG00000033610,0
ENSDARG00000058041,31
ENSDARG00000092826,3
ENSDARG00000044261,12
ENSDARG00000063050,18
ENSDARG00000098967,22
ENSDARG00000101674,0
ENSDARG00000021455,25
ENSDARG00000109594,0
ENSDARG00000117790,0
ENSDARG00000028099,3
ENSDARG00000091198,12
ENSDARG00000095365,0
ENSDARG00000082257,0
ENSDARG00000079049,0
ENSDARG00000058102,10
ENSDARG00000069446,2
ENSDARG00000073914,3
ENSDARG00000093881,0
ENSDARG00000078492,5
ENSDARG00000017047,16
ENSDARG00000069439,3
ENSDARG00000004296,35
ENSDARG00000091419,24
ENSDARG00000063140,1
ENSDARG00000044265,6
ENSDARG00000058226,7
ENSDARG00000058221,2
ENSDARG00000106421,0
ENSDARG00000043757,38
ENSDARG00000002523,29
ENSDARG00000060911,13
ENSDARG00000028523,5
ENSDARG00000063194,9
ENSDARG00000043732,26
ENSDARG00000094438,0
ENSDARG00000043729,16
ENSDARG00000043728,9
ENSDARG00000043727,9
ENSDARG00000114777,0
ENSDARG00000041982,0
ENSDARG00000093073,0
ENSDARG00000063161,8
ENSDARG00000116577,0
ENSDARG00000069420,0
ENSDARG00000113923,0
ENSDARG00000058284,0
ENSDARG00000104560,0
ENSDARG00000099840,4
ENSDARG00000098764,7
ENSDARG00000000804,7
ENSDARG00000074425,25
ENSDARG00000000142,0
ENSDARG00000085561,0
ENSDARG00000026736,7
ENSDARG00000028661,30
ENSDARG00000111562,0
ENSDARG00000108016,0
ENSDARG00000094468,0
ENSDARG00000095460,0
ENSDARG00000084433,0
ENSDARG00000095502,0
ENSDARG00000069543,1
ENSDARG00000011418,7
ENSDARG00000012275,0
ENSDARG00000024728,8
ENSDARG00000039601,20
ENSDARG00000063614,0
ENSDARG00000106982,0
ENSDARG00000006389,39
ENSDARG00000095137,0
ENSDARG00000092525,0
ENSDARG00000094055,0
ENSDARG00000094850,0
ENSDARG00000028096,10
ENSDARG00000103703,2
ENSDARG00000114063,4
ENSDARG00000117593,0
ENSDARG00000092580,0
ENSDARG00000093124,0
ENSDARG00000044276,3
ENSDARG00000113306,0
ENSDARG00000021982,0
ENSDARG00000006257,26
ENSDARG00000076644,1
ENSDARG00000087779,26
ENSDARG00000033768,13
ENSDARG00000016769,23
ENSDARG00000019233,4
ENSDARG00000044281,37
ENSDARG00000002271,69
ENSDARG00000044282,23
ENSDARG00000073695,1
ENSDARG00000074328,17
ENSDARG00000063309,9
ENSDARG00000044295,2
ENSDARG00000104849,0
ENSDARG00000095385,0
ENSDARG00000081514,0
ENSDARG00000082462,0
ENSDARG00000080923,0
ENSDARG00000076560,8
ENSDARG00000018426,77
ENSDARG00000044298,14
ENSDARG00000044299,16
ENSDARG00000095594,0
ENSDARG00000017229,2
ENSDARG00000044304,7
ENSDARG00000114472,0
ENSDARG00000104573,32
ENSDARG00000051896,0
ENSDARG00000046054,4
ENSDARG00000046053,4
ENSDARG00000060069,16
ENSDARG00000087414,0
ENSDARG00000078922,0
ENSDARG00000069472,5
ENSDARG00000105041,0
ENSDARG00000103135,0
ENSDARG00000099113,0
ENSDARG00000104450,3
ENSDARG00000100292,1
ENSDARG00000093444,1
ENSDARG00000078056,3
ENSDARG00000095421,3
ENSDARG00000115663,0
ENSDARG00000109514,0
ENSDARG00000081379,0
ENSDARG00000080633,0
ENSDARG00000013871,8
ENSDARG00000005560,241
ENSDARG00000078105,13
ENSDARG00000014058,1
ENSDARG00000025220,4
ENSDARG00000099844,14
ENSDARG00000110331,0
ENSDARG00000082394,0
ENSDARG00000081488,0
ENSDARG00000034852,3
ENSDARG00000062873,0
ENSDARG00000039354,1
ENSDARG00000073721,4
ENSDARG00000014939,0
ENSDARG00000085090,0
ENSDARG00000039345,8
ENSDARG00000083269,0
ENSDARG00000074858,12
ENSDARG00000010641,39
ENSDARG00000095294,5
ENSDARG00000011743,3
ENSDARG00000039351,3
ENSDARG00000077596,18
ENSDARG00000110972,0
ENSDARG00000044183,31
ENSDARG00000069377,0
ENSDARG00000095686,0
ENSDARG00000078839,2
ENSDARG00000116400,0
ENSDARG00000117452,0
ENSDARG00000006624,9
ENSDARG00000028067,21
ENSDARG00000032083,36
ENSDARG00000027638,0
ENSDARG00000027687,9
ENSDARG00000075864,17
ENSDARG00000080015,1
ENSDARG00000092976,10
ENSDARG00000054050,4
ENSDARG00000043465,43
ENSDARG00000078394,0
ENSDARG00000079681,0
ENSDARG00000117285,0
ENSDARG00000076949,0
ENSDARG00000111734,0
ENSDARG00000117243,0
ENSDARG00000044015,0
ENSDARG00000116593,0
ENSDARG00000005540,18
ENSDARG00000057299,15
ENSDARG00000013110,5
ENSDARG00000095167,0
ENSDARG00000027587,0
ENSDARG00000057456,21
ENSDARG00000076858,4
ENSDARG00000061419,2
ENSDARG00000057678,4
ENSDARG00000057676,30
ENSDARG00000099593,2
ENSDARG00000044010,1
ENSDARG00000100139,30
ENSDARG00000073753,7
ENSDARG00000109303,0
ENSDARG00000076765,1
ENSDARG00000057672,12
ENSDARG00000062765,35
ENSDARG00000077515,25
ENSDARG00000088831,0
ENSDARG00000044048,5
ENSDARG00000057665,4
ENSDARG00000044044,0
ENSDARG00000017880,3
ENSDARG00000111286,0
ENSDARG00000093141,0
ENSDARG00000111041,0
ENSDARG00000062720,6
ENSDARG00000116352,0
ENSDARG00000087961,0
ENSDARG00000027523,0
ENSDARG00000093047,0
ENSDARG00000094461,0
ENSDARG00000043976,30
ENSDARG00000017230,27
ENSDARG00000043962,1
ENSDARG00000107353,1
ENSDARG00000089562,0
ENSDARG00000027639,0
ENSDARG00000103602,0
ENSDARG00000104598,88
ENSDARG00000097170,63
ENSDARG00000095302,0
ENSDARG00000104007,0
ENSDARG00000101232,0
ENSDARG00000099646,0
ENSDARG00000112930,0
ENSDARG00000102726,0
ENSDARG00000101307,8
ENSDARG00000057519,122
ENSDARG00000101665,42
ENSDARG00000088475,0
ENSDARG00000098963,2
ENSDARG00000104057,1
ENSDARG00000103013,127
ENSDARG00000099447,3
ENSDARG00000099035,68
ENSDARG00000099931,92
ENSDARG00000104826,23
ENSDARG00000103950,31
ENSDARG00000104497,26
ENSDARG00000101865,60
ENSDARG00000100670,105
ENSDARG00000100829,13
ENSDARG00000102385,0
ENSDARG00000112040,0
ENSDARG00000105148,0
ENSDARG00000088911,0
ENSDARG00000057479,0
ENSDARG00000112454,4
ENSDARG00000107280,0
ENSDARG00000083391,0
ENSDARG00000034808,29
ENSDARG00000014329,58
ENSDARG00000017615,1
ENSDARG00000043901,2
ENSDARG00000087764,0
ENSDARG00000109946,0
ENSDARG00000008182,0
ENSDARG00000088539,0
ENSDARG00000097477,0
ENSDARG00000014047,6
ENSDARG00000043907,13
ENSDARG00000111524,0
ENSDARG00000079251,0
ENSDARG00000100737,1
ENSDARG00000117144,0
ENSDARG00000069190,0
ENSDARG00000078691,63
ENSDARG00000112993,2
ENSDARG00000056929,113
ENSDARG00000106506,0
ENSDARG00000056920,4
ENSDARG00000056915,44
ENSDARG00000056913,9
ENSDARG00000056885,11
ENSDARG00000094169,0
ENSDARG00000056877,198
ENSDARG00000082850,0
ENSDARG00000056873,46
ENSDARG00000056871,2
ENSDARG00000039215,9
ENSDARG00000094899,0
ENSDARG00000086416,12
ENSDARG00000104458,164
ENSDARG00000099273,1
ENSDARG00000117611,0
ENSDARG00000069333,1
ENSDARG00000086665,46
ENSDARG00000096973,0
ENSDARG00000057110,8
ENSDARG00000057105,10
ENSDARG00000003984,5
ENSDARG00000009930,1
ENSDARG00000113307,0
ENSDARG00000069323,0
ENSDARG00000025150,0
ENSDARG00000088219,0
ENSDARG00000088727,0
ENSDARG00000087245,0
ENSDARG00000057090,1
ENSDARG00000102680,0
ENSDARG00000092800,0
ENSDARG00000086718,0
ENSDARG00000029051,3
ENSDARG00000078618,13
ENSDARG00000096872,1
ENSDARG00000044091,5
ENSDARG00000113000,0
ENSDARG00000061120,103
ENSDARG00000106135,0
ENSDARG00000026403,0
ENSDARG00000092226,0
ENSDARG00000062361,39
ENSDARG00000092557,1
ENSDARG00000016439,3
ENSDARG00000113795,0
ENSDARG00000062347,11
ENSDARG00000077313,0
ENSDARG00000057035,9
ENSDARG00000057021,10
ENSDARG00000086302,24
ENSDARG00000075273,0
ENSDARG00000057004,6
ENSDARG00000112294,0
ENSDARG00000056985,18
ENSDARG00000076121,0
ENSDARG00000056964,28
ENSDARG00000043898,5
ENSDARG00000095640,1
ENSDARG00000112826,0
ENSDARG00000043894,0
ENSDARG00000102034,0
ENSDARG00000029461,0
ENSDARG00000086493,0
ENSDARG00000087709,0
ENSDARG00000017067,7
ENSDARG00000027169,0
ENSDARG00000004445,9
ENSDARG00000112889,0
ENSDARG00000069157,9
ENSDARG00000008243,71
ENSDARG00000069143,1
ENSDARG00000002196,21
ENSDARG00000069139,4
ENSDARG00000095144,1
ENSDARG00000078430,19
ENSDARG00000043848,72
ENSDARG00000077093,27
ENSDARG00000002394,0
ENSDARG00000043806,7
ENSDARG00000043850,0
ENSDARG00000070507,10
ENSDARG00000043857,30
ENSDARG00000106013,0
ENSDARG00000076856,13
ENSDARG00000056678,16
ENSDARG00000005397,51
ENSDARG00000069129,11
ENSDARG00000056664,0
ENSDARG00000079850,5
ENSDARG00000115442,0
ENSDARG00000079933,0
ENSDARG00000025011,32
ENSDARG00000075382,2
ENSDARG00000056653,8
ENSDARG00000094386,0
ENSDARG00000056649,21
ENSDARG00000095400,1
ENSDARG00000090629,0
ENSDARG00000056633,8
ENSDARG00000029493,2
ENSDARG00000097371,0
ENSDARG00000094211,0
ENSDARG00000056603,1
ENSDARG00000056511,796
ENSDARG00000077622,0
ENSDARG00000069109,7
ENSDARG00000069106,0
ENSDARG00000079895,16
ENSDARG00000097136,0
ENSDARG00000056479,17
ENSDARG00000088927,0
ENSDARG00000073696,21
ENSDARG00000062016,3
ENSDARG00000032816,6
ENSDARG00000030805,2
ENSDARG00000075422,1
ENSDARG00000043663,9
ENSDARG00000092387,12
ENSDARG00000092787,27
ENSDARG00000095610,0
ENSDARG00000093382,38
ENSDARG00000114036,0
ENSDARG00000043662,9
ENSDARG00000061993,7
ENSDARG00000080851,0
ENSDARG00000080041,0
ENSDARG00000014793,20
ENSDARG00000043658,1
ENSDARG00000106411,0
ENSDARG00000056427,48
ENSDARG00000113489,0
ENSDARG00000087639,2
ENSDARG00000069085,4
ENSDARG00000053884,20
ENSDARG00000015917,7
ENSDARG00000018399,1
ENSDARG00000082187,0
ENSDARG00000081078,0
ENSDARG00000111666,0
ENSDARG00000077339,0
ENSDARG00000043493,42
ENSDARG00000069065,12
ENSDARG00000103049,0
ENSDARG00000092578,2
ENSDARG00000093623,0
ENSDARG00000093929,0
ENSDARG00000094958,0
ENSDARG00000012699,17
ENSDARG00000015199,15
ENSDARG00000026531,96
ENSDARG00000107970,0
ENSDARG00000107885,0
ENSDARG00000088315,7
ENSDARG00000061835,0
ENSDARG00000098042,0
ENSDARG00000012866,17
ENSDARG00000077179,0
ENSDARG00000061956,3
ENSDARG00000089787,52
ENSDARG00000014506,8
ENSDARG00000116938,0
ENSDARG00000099323,18
ENSDARG00000111769,0
ENSDARG00000116971,0
ENSDARG00000095975,1
ENSDARG00000011240,9
ENSDARG00000036338,11
ENSDARG00000013670,19
ENSDARG00000105061,1
ENSDARG00000068996,67
ENSDARG00000068995,193
ENSDARG00000043542,7
ENSDARG00000089327,0
ENSDARG00000068992,1116
ENSDARG00000115047,0
ENSDARG00000113056,0
ENSDARG00000082008,0
ENSDARG00000068982,0
ENSDARG00000068976,1
ENSDARG00000068974,27
ENSDARG00000092396,0
ENSDARG00000018065,5
ENSDARG00000114119,0
ENSDARG00000013005,17
ENSDARG00000081351,0
ENSDARG00000106033,0
ENSDARG00000117627,2
ENSDARG00000004627,0
ENSDARG00000055349,20
ENSDARG00000027129,2
ENSDARG00000009387,18
ENSDARG00000092847,0
ENSDARG00000005645,22
ENSDARG00000114981,0
ENSDARG00000079474,3
ENSDARG00000077039,4
ENSDARG00000111130,0
ENSDARG00000023174,59
ENSDARG00000055433,13
ENSDARG00000061549,0
ENSDARG00000004363,4
ENSDARG00000086112,4
ENSDARG00000042489,10
ENSDARG00000042492,12
ENSDARG00000014796,12
ENSDARG00000023815,15
ENSDARG00000116183,0
ENSDARG00000018846,21
ENSDARG00000019228,0
ENSDARG00000074521,13
ENSDARG00000068923,1
ENSDARG00000043285,0
ENSDARG00000043287,18
ENSDARG00000068919,0
ENSDARG00000026499,1
ENSDARG00000076473,9
ENSDARG00000014430,18
ENSDARG00000061580,10
ENSDARG00000078459,72
ENSDARG00000109511,0
ENSDARG00000062592,209
ENSDARG00000111877,11
ENSDARG00000043357,5
ENSDARG00000098867,0
ENSDARG00000105000,4
ENSDARG00000117222,0
ENSDARG00000114038,22
ENSDARG00000082262,0
ENSDARG00000083420,0
ENSDARG00000082938,0
ENSDARG00000043371,321
ENSDARG00000055622,0
ENSDARG00000011422,27
ENSDARG00000068858,0
ENSDARG00000090814,0
ENSDARG00000035332,8
ENSDARG00000056024,0
ENSDARG00000035333,2
ENSDARG00000091317,11
ENSDARG00000077740,0
ENSDARG00000032820,0
