1366	RAC1 activity regulation	32	38	10	9	2	10	9	9	10	2	2	386	36	8563	0.77519	0.49299	0.67925	5.26	69993;21844	chn2;tiam1	Chn2_31966;Tiam1_32015	69993(0.3499);21844(-0.2498)	15.86195	15.86195	13.8945	2.7823944732909447	14.703677533617578	2.2491173362545664	12.623000000000001	12.623000000000001	11.5745	1.4828029201481776	12.005729583469991	1.1986070939860565	23.18825	23.18825	21.956	1.7426646622342248	22.462802722204	1.40866341589348	0.5	15.86195			13.8945;17.8294	11.5745;13.6715	21.956;24.4205	0	2	0															2	69993;21844	Chn2_31966;Tiam1_32015	15.86195	15.86195	2.7823944732909447	12.623000000000001	12.623000000000001	1.4828029201481776	23.18825	23.18825	1.7426646622342248	13.8945;17.8294	11.5745;13.6715	21.956;24.4205	0						Hill,2(1)	18.65691343752623	57.02696084976196	6.951056003570557	50.075904846191406	30.49387305426204	28.51348042488098	12.005748	19.718152	10.567940000000002	14.67806	20.773039999999998	25.603460000000002	DOWN	0.0	1.0	0.0	
1367	Insulin regulation of blood glucose	22	26	11	9	2	11	9	9	11	2	2	386	24	8575	0.90017	0.31019	0.31019	7.69	20909;54401	stx4a;ywhab	Stx4a_65604;Ywhab_60393	20909(-0.7424)	5.07542	5.07542	1.96329	4.401216453868178	3.7817413269794726	4.002936079397682	3.2242480000000002	3.2242480000000002	0.640816	3.6535245718686498	2.1503433489736072	3.322905264712757	9.255295	9.255295	5.14949	5.806485115459265	7.548556411290321	5.281037414719633	0.5	5.07542			1.96329;8.18755	0.640816;5.80768	5.14949;13.3611	1	1	1	20909	Stx4a_65604	1.96329	1.96329		0.640816	0.640816		5.14949	5.14949		1.96329	0.640816	5.14949	1	54401	Ywhab_60393	8.18755	8.18755		5.80768	5.80768		13.3611	13.3611		8.18755	5.80768	13.3611	0						Hill,1(0.5);Linear,1(0.5)	2.3939554815380144	4.97135055065155	1.8166769742965698	3.1546735763549805	0.9461064705200607	2.485675275325775	-1.0243547999999993	11.1751948	-1.8392787200000003	8.287774720000002	1.2079172000000007	17.3026728	CONFLICT	0.5	0.5	0.0	
1368	PIK3C1/AKT pathway	32	35	14	14	3	14	14	14	14	3	3	385	32	8567	0.93753	0.19087	0.19087	8.57	26408;54401;12048	map3k5;ywhab;bcl2l1	Map3k5_71001;Ywhab_60393;Bcl2l1_29914	26408(-0.004897);12048(-0.007109)	10.063623333333334	8.75162	8.18755	2.7753231101321068	11.634046915001694	2.814126455643838	7.025143333333332	6.16718	5.80768	1.8063379941288256	8.047866707077548	1.831149297270492	14.147766666666667	14.527	13.3611	0.6814192126241441	14.2940896173383	0.599728960672564	0.5	8.469585			8.75162;8.18755;13.2517	6.16718;5.80768;9.10057	14.527;13.3611;14.5552	1	2	1	12048	Bcl2l1_29914	13.2517	13.2517		9.10057	9.10057		14.5552	14.5552		13.2517	9.10057	14.5552	2	26408;54401	Map3k5_71001;Ywhab_60393	8.469585	8.469585	0.39885772206391973	5.98743	5.98743	0.2542048878365731	13.94405	13.94405	0.8244157961853554	8.75162;8.18755	6.16718;5.80768	14.527;13.3611	0						Hill,1(0.34);Linear,2(0.67)	3.728176256813383	11.311755657196045	3.1546735763549805	4.53502893447876	0.7020623627152743	3.6220531463623047	6.923049585676334	13.204197080990333	4.981079468104195	9.069207198562472	13.376668237621164	14.918865095712171	DOWN	0.3333333333333333	0.6666666666666666	0.0	
1369	Syndecan 3 pathway	11	16	3	3	3	3	3	3	3	3	3	385	13	8586	0.99588	0.02942	0.02942	18.75	12361;66340;13649	cask;psenen;egfr	Cask_77912;Psenen_70254;Egfr_72327	66340(-0.6979);13649(-0.2211)	17.051	17.9069	14.1508	2.580977270337749	17.687864958633572	1.7204803296550937	12.513766666666667	13.2799	10.7007	1.5764264059363426	13.152058918245707	1.131807203281619	24.823466666666665	24.0234	23.9233	1.4732956401664532	24.466041330842454	1.2763396151305095	0.0	14.1508	0.5	16.02885	14.1508;19.0953;17.9069	10.7007;13.2799;13.5607	24.0234;26.5237;23.9233	1	2	1	66340	Psenen_70254	19.0953	19.0953		13.2799	13.2799		26.5237	26.5237		19.0953	13.2799	26.5237	2	12361;13649	Cask_77912;Egfr_72327	16.02885	16.02885	2.6559637808148193	12.130700000000001	12.130700000000001	2.022325394193518	23.97335	23.97335	0.0707813887969925	14.1508;17.9069	10.7007;13.5607	24.0234;23.9233	0						Hill,3(1)	4.307180354373654	13.546377420425415	2.885175943374634	6.179101467132568	1.647216125070706	4.482100009918213	14.13034927326848	19.971650726731514	10.729872255409717	14.297661077923618	23.156275703152556	26.49065763018078	DOWN	0.3333333333333333	0.6666666666666666	0.0	
1370	Myc repressed pathway	56	62	22	22	5	22	21	21	22	5	5	383	57	8542	0.94976	0.1286	0.1928	8.06	13198;21374;17127;17126;13197	ddit3;tbp;smad3;smad2;gadd45a	Ddit3_29142;Tbp_32065;Smad3_64977;Smad2_61849;Gadd45a_31917	21374(0.006087);17127(-0.5676);13197(-0.317)	13.20806	13.6489	10.9223	1.2902516742868368	13.387921239102209	0.8968030039833474	9.597454	10.1847	7.48932	1.6154671092535429	10.27048480615841	1.3173594671439286	21.27864	22.6718	18.121	2.3045428327544712	21.82252279725468	1.9528889749985898	2.5	13.787949999999999			13.5599;13.6489;10.9223;13.9822;13.927	10.9259;10.1847;7.48932;11.0841;8.30325	22.6718;18.121;19.526;22.8432;23.2312	3	2	3	13198;21374;13197	Ddit3_29142;Tbp_32065;Gadd45a_31917	13.711933333333334	13.6489	0.191495439458111	9.804616666666666	10.1847	1.35200619851884	21.341333333333335	22.6718	2.8028810487306264	13.5599;13.6489;13.927	10.9259;10.1847;8.30325	22.6718;18.121;23.2312	2	17127;17126	Smad3_64977;Smad2_61849	12.45225	12.45225	2.1636760397527275	9.28671	9.28671	2.541893314873776	21.1846	21.1846	2.345614614552017	10.9223;13.9822	7.48932;11.0841	19.526;22.8432	0						Hill,4(0.8);Linear,1(0.2)	8.364723776527713	93.63900375366211	2.7283506393432617	44.2344856262207	21.801649085444375	2.880901336669922	12.077104542898988	14.339015457101011	8.181434645491247	11.01347335450875	19.258619143009224	23.298660856990782	UP	0.6	0.4	0.0	
1371	HIF-1 transcriptional activity in hypoxia	54	65	28	28	7	28	26	26	28	7	7	381	58	8541	0.99343	0.021398	0.021398	10.77	11520;18787;15368;15277;15275;17127;15251	plin2;serpine1;hmox1;hk2;hk1;smad3;hif1a	Plin2_78909;Serpine1_30978;Hmox1_31505,Hmox1_55177;Hk2_69990;Hk1_75101;Smad3_64977;Hif1a_30830	11520(-0.2477);18787(0.3454);15275(-0.2021);17127(-0.5676)	7.234320714285715	8.23913	1.96492	4.565661240246245	5.71534878580907	4.051213565813886	5.165901428571429	5.84082	1.41764	3.2733571191231614	4.113342111466709	2.893569979118535	12.208042857142857	13.4657	3.05863	8.152001657230603	9.370836907865636	7.270299078388768	2.5	6.301449999999999	5.5	12.61725	4.36377;2.43847;8.399455;1.96492;8.23913;10.9223;14.3122	3.20901;1.72587;6.0222500000000005;1.41764;5.84082;7.48932;10.4564	6.50986;3.98603;14.22168;3.05863;13.4657;19.526;24.6884	4	4	3	11520;15368;15277	Plin2_78909;Hmox1_31505,Hmox1_55177;Hk2_69990	4.9093816666666665	4.36377	3.251780932759514	3.549633333333334	3.20901	2.321126128506017	7.930056666666666	6.50986	5.715430014848692	4.36377;8.399455;1.96492	3.20901;6.0222500000000005;1.41764	6.50986;14.22168;3.05863	4	18787;15275;17127;15251	Serpine1_30978;Hk1_75101;Smad3_64977;Hif1a_30830	8.978024999999999	9.580715	5.018146192413426	6.378102500000001	6.66507	3.6423094573669847	15.4165325	16.49585	8.894143858305025	2.43847;8.23913;10.9223;14.3122	1.72587;5.84082;7.48932;10.4564	3.98603;13.4657;19.526;24.6884	0						Hill,2(0.25);Linear,3(0.38);Poly 2,3(0.38)	5.785819941865928	89.9341436624527	1.9214214086532593	50.446624755859375	16.678059352283206	4.054235458374023	3.852031534853393	10.616609893718035	2.7409645395106685	7.590838317632189	6.168955516865654	18.24713019742006	CONFLICT	0.42857142857142855	0.5714285714285714	0.0	
1372	TAp63 pathway	38	50	14	13	4	14	12	12	14	4	4	384	46	8553	0.93669	0.16843	0.16843	8.0	107568;18817;13197;16150	wwp1;plk1;gadd45a;ikbkb	Wwp1_57205;Plk1_29780;Gadd45a_31917;Ikbkb_67891,Ikbkb_80666	13197(-0.317)	10.559082	13.837025	0.601078	6.639333856487108	11.311824151578948	6.034185110766209	7.68254125	9.620835	0.149395	5.199510877737085	8.673085596761133	4.918649924650472	16.94385	20.649774999999998	3.24465	9.374695993026476	17.547879846153847	8.367110263368124	1.5	13.837025			13.9612;0.601078;13.927;13.74705	11.3391;0.149395;8.30325;10.93842	22.7697;3.24465;23.2312;18.52985	3	2	2	13197;16150	Gadd45a_31917;Ikbkb_67891,Ikbkb_80666	13.837025	13.837025	0.12724386527443612	9.620835	9.620835	1.8633465765793646	20.880525	20.880525	3.3243564657313915	13.927;13.74705	8.30325;10.93842	23.2312;18.52985	2	107568;18817	Wwp1_57205;Plk1_29780	7.281139	7.281139	9.44703286367958	5.7442475	5.7442475	7.912316284977017	13.007175	13.007175	13.806295258006399	13.9612;0.601078	11.3391;0.149395	22.7697;3.24465	0						Hill,5(1)	8.33919542946739	66.5935468673706	3.990187644958496	44.2344856262207	17.309567755181913	6.240021705627441	4.052534820642632	17.06562917935737	2.5870205898176595	12.778061910182341	7.756647926834054	26.131052073165947	CONFLICT	0.5	0.5	0.0	
1374	Ras family activation regulation	26	30	10	6	1	9	6	5	10	1	1	387	29	8570	0.62608	0.73451	1.0	3.33	18176	nras	Nras_31874	18176(-0.6864)	25.1437	25.1437	25.1437		25.1437		13.5966	13.5966	13.5966		13.5966		26.9108	26.9108	26.9108		26.9108						25.1437	13.5966	26.9108	1	0	1	18176	Nras_31874	25.1437	25.1437		13.5966	13.5966		26.9108	26.9108		25.1437	13.5966	26.9108	0															0						Hill,1(1)	1.9558578729629517	1.9558578729629517	1.9558578729629517	1.9558578729629517	0.0	1.9558578729629517	25.1437	25.1437	13.5966	13.5966	26.9108	26.9108	UP	1.0	0.0	0.0	
1375	MAPK/TRK pathway	31	34	12	12	3	11	10	8	12	3	3	385	31	8568	0.9428	0.17987	0.17987	8.82	18176;109905;23938	nras;rap1a;map2k5	Nras_31874;Rap1a_77941;Map2k5_68611	18176(-0.6864);23938(-0.4283)	17.721766666666667	14.1425	13.8791	6.428931924770501	17.587021787883504	6.418889932529929	11.709046666666667	12.3953	9.13524	2.308493229475304	11.204345890048279	2.511325012139972	25.618499999999997	26.9108	21.871	3.2971049861962416	26.51563335928983	2.828487084240309	0.5	14.0108			25.1437;14.1425;13.8791	13.5966;12.3953;9.13524	26.9108;21.871;28.0737	2	1	2	18176;23938	Nras_31874;Map2k5_68611	19.5114	19.5114	7.965275047353983	11.36592	11.36592	3.154657909314422	27.49225	27.49225	0.822294475841877	25.1437;13.8791	13.5966;9.13524	26.9108;28.0737	1	109905	Rap1a_77941	14.1425	14.1425		12.3953	12.3953		21.871	21.871		14.1425	12.3953	21.871	0						Hill,2(0.67);Linear,1(0.34)	7.894560456187514	53.15976536273956	1.9558578729629517	45.69914627075195	24.295605173564308	5.504761219024658	10.446745335025334	24.996787998308	9.096740659245071	14.321352674088264	21.887474475399376	29.34952552460062	UP	0.6666666666666666	0.3333333333333333	0.0	
1376	PI3K/PLC/TRK pathway	32	36	16	16	3	16	15	14	16	3	3	385	33	8566	0.93201	0.20204	0.20204	8.33	18176;18803;54401	nras;plcg1;ywhab	Nras_31874;Plcg1_66733;Ywhab_60393	18176(-0.6864);18803(-0.4784)	11.197173333333334	8.18755	0.26027	12.711791636021779	9.552588462001685	11.827984038276435	6.501963666666668	5.80768	0.101611	6.7742309072602716	5.681281003251837	6.375760190821619	13.736099333333334	13.3611	0.936398	12.991260839094924	12.229494247862219	12.318142589724081	0.5	4.22391			25.1437;0.26027;8.18755	13.5966;0.101611;5.80768	26.9108;0.936398;13.3611	2	1	2	18176;18803	Nras_31874;Plcg1_66733	12.701984999999999	12.701984999999999	17.595242092180776	6.8491055	6.8491055	9.542398233937865	13.923599	13.923599	18.366675791465422	25.1437;0.26027	13.5966;0.101611	26.9108;0.936398	1	54401	Ywhab_60393	8.18755	8.18755		5.80768	5.80768		13.3611	13.3611		8.18755	5.80768	13.3611	0						Hill,2(0.67);Linear,1(0.34)	3.0488932657808205	9.703938603401184	1.9558578729629517	4.593407154083252	1.320592014257263	3.1546735763549805	-3.1875730596283027	25.581919726294966	-1.1638002475377602	14.167727580871095	-0.9648962340922971	28.437094900758964	UP	0.6666666666666666	0.3333333333333333	0.0	
1377	CD8/T cell receptor downstream pathway	40	75	10	10	1	10	8	7	10	1	1	387	74	8525	0.15892	0.96399	0.38141	1.33	18176	nras	Nras_31874	18176(-0.6864)	25.1437	25.1437	25.1437		25.1437		13.5966	13.5966	13.5966		13.5966		26.9108	26.9108	26.9108		26.9108						25.1437	13.5966	26.9108	1	0	1	18176	Nras_31874	25.1437	25.1437		13.5966	13.5966		26.9108	26.9108		25.1437	13.5966	26.9108	0															0						Hill,1(1)	1.9558578729629517	1.9558578729629517	1.9558578729629517	1.9558578729629517	0.0	1.9558578729629517	25.1437	25.1437	13.5966	13.5966	26.9108	26.9108	UP	1.0	0.0	0.0	
1378	Polo-like kinase 3 (PLK3) pathway	5	5	1	1	1	1	1	1	1	1	1	387	4	8595	0.98295	0.19806	0.19806	20.0	12447	ccne1	Ccne1_80378	12447(-0.1638)	3.08764	3.08764	3.08764		3.08764		2.14162	2.14162	2.14162		2.14162		5.30624	5.30624	5.30624		5.306239999999999		0.0	3.08764	0.0	3.08764	3.08764	2.14162	5.30624	0	1	0															1	12447	Ccne1_80378	3.08764	3.08764		2.14162	2.14162		5.30624	5.30624		3.08764	2.14162	5.30624	0						Poly 2,1(1)	37.218276977539055	37.21827697753906	37.21827697753906	37.21827697753906	0.0	37.21827697753906	3.08764	3.08764	2.14162	2.14162	5.30624	5.30624	DOWN	0.0	1.0	0.0	
1379	Rac1 cell motility signaling pathway	59	70	18	18	6	16	18	15	18	5	5	383	65	8534	0.91911	0.18407	0.22905	7.14	66713;68089;18720;107589;12387	actr2;arpc4;pip5k1a;mylk;ctnnb1	Actr2_56080;Arpc4_54670;Pip5k1a_61847;Mylk_69186;Ctnnb1_31871	107589(0.09458)	13.463046	13.1685	6.08363	4.825601855891141	10.468365096719033	5.092744963841305	9.119399999999999	8.29452	4.41082	3.840270264525662	7.235177263011648	3.8677618354885475	17.787864000000003	15.4911	9.39512	6.723787969253634	14.358127833707384	6.569332110995368	2.5	14.40445			15.6404;13.149;13.1685;6.08363;19.2737	13.1602;6.80816;8.29452;4.41082;12.9233	23.595;14.7755;15.4911;9.39512;25.6826	1	4	1	18720	Pip5k1a_61847	13.1685	13.1685		8.29452	8.29452		15.4911	15.4911		13.1685	8.29452	15.4911	4	66713;68089;107589;12387	Actr2_56080;Arpc4_54670;Mylk_69186;Ctnnb1_31871	13.536682500000001	14.3947	5.56888039027819	9.32562	9.86573	4.402278540725621	18.362054999999998	19.18525	7.621097745344833	15.6404;13.149;6.08363;19.2737	13.1602;6.80816;4.41082;12.9233	23.595;14.7755;9.39512;25.6826	0						Hill,4(0.8);Linear,1(0.2)	2.7525842269799683	14.560081124305725	1.8578068017959595	4.891374111175537	1.1746554618469272	2.5467841625213623	9.233219477408282	17.69287252259172	5.753254697527414	12.485545302472588	11.894203989505808	23.68152401049419	DOWN	0.2	0.8	0.0	
138	Interleukin-18 signaling pathway	2	4	1	1	0	1	1	1	1	0	0	388	4	8595	0.83815	1.0	1.0	0.0																														0	0	0															0															0																							
1380	Retinoblastoma protein regulation	59	66	24	23	4	24	21	21	24	4	4	384	62	8537	0.8447	0.31813	0.53312	6.06	13433;12095;21374;12447	dnmt1;bglap3;tbp;ccne1	Dnmt1_77018;Bglap3_65443;Tbp_32065;Ccne1_80378	13433(-0.3726);21374(0.006087);12447(-0.1638)	8.509834999999999	8.368269999999999	2.8882	6.384335451470265	7.385364947355682	6.230324478751664	4.4519625	2.803525	2.0161	3.8776554000097794	4.411324379765218	4.056084813587814	13.387155	11.713619999999999	4.88698	10.005342986656347	11.299355282585017	9.175938582636054	2.5	14.031749999999999			14.4146;2.8882;13.6489;3.08764	3.46543;2.0161;10.1847;2.14162	25.2344;4.88698;18.121;5.30624	1	3	1	21374	Tbp_32065	13.6489	13.6489		10.1847	10.1847		18.121	18.121		13.6489	10.1847	18.121	3	13433;12095;12447	Dnmt1_77018;Bglap3_65443;Ccne1_80378	6.796813333333333	3.08764	6.597950390275252	2.54105	2.14162	0.8029929052613111	11.809206666666668	5.30624	11.628448166670104	14.4146;2.8882;3.08764	3.46543;2.0161;2.14162	25.2344;4.88698;5.30624	0						Hill,2(0.5);Poly 2,2(0.5)	8.124146503694583	53.25629425048828	2.7283506393432617	37.21827697753906	16.072062603202642	6.6548333168029785	2.2531862575591424	14.766483742440855	0.6518602079904161	8.252064792009584	3.5819188730767806	23.19239112692322	DOWN	0.25	0.75	0.0	
1381	Glypican-3 pathway	8	11	4	4	1	4	4	3	4	1	1	387	10	8589	0.92096	0.38476	0.38476	9.09	12159	bmp4	Bmp4_29758		7.13195	7.13195	7.13195		7.13195		5.1176	5.1176	5.1176		5.1176		11.3018	11.3018	11.3018		11.3018		0.0	7.13195			7.13195	5.1176	11.3018	0	1	0															1	12159	Bmp4_29758	7.13195	7.13195		5.1176	5.1176		11.3018	11.3018		7.13195	5.1176	11.3018	0						Linear,1(1)	3.9833450317382812	3.9833450317382812	3.9833450317382812	3.9833450317382812	0.0	3.9833450317382812	7.13195	7.13195	5.1176	5.1176	11.3018	11.3018	DOWN	0.0	1.0	0.0	
1382	HNF3A pathway	36	57	5	5	0	5	5	5	5	0	0	388	57	8542	0.080167	1.0	0.1787	0.0																														0	0	0															0															0																							
1383	HES/HEY pathway	37	49	15	14	4	15	14	14	15	3	3	385	46	8553	0.83998	0.35526	0.46961	6.12	14465;12095;15251	gata6;bglap3;hif1a	Gata6_71746;Bglap3_65443;Hif1a_30830		13.986699999999999	14.3122	2.8882	10.939382557987447	10.458984918594687	10.995649566217182	9.000033333333333	10.4564	2.0161	6.381626827332771	6.788555141388175	6.591973564733461	18.96406	24.6884	4.88698	12.26173958436567	14.525240636960868	12.916534804562932	1.5	19.53595			24.7597;2.8882;14.3122	14.5276;2.0161;10.4564	27.3168;4.88698;24.6884	0	3	0															3	14465;12095;15251	Gata6_71746;Bglap3_65443;Hif1a_30830	13.986699999999999	14.3122	10.939382557987447	9.000033333333333	10.4564	6.381626827332771	18.96406	24.6884	12.26173958436567	24.7597;2.8882;14.3122	14.5276;2.0161;10.4564	27.3168;4.88698;24.6884	0						Hill,2(0.67);Poly 2,1(0.34)	5.022803533767925	16.20647430419922	3.024106502532959	7.832576274871826	2.4046625712303316	5.349791526794434	1.6076232893401965	26.365776710659805	1.7785427587418408	16.221523907924826	5.088595446457445	32.83952455354255	DOWN	0.0	1.0	0.0	
1384	Interleukin-12/STAT4 pathway	26	40	8	7	1	8	7	7	8	1	1	387	39	8560	0.47952	0.82954	1.0	2.5	17344	pias2	Pias2_60427		14.0837	14.0837	14.0837		14.0837		9.24275	9.24275	9.24275		9.24275		28.7614	28.7614	28.7614		28.761399999999995						14.0837	9.24275	28.7614	1	0	1	17344	Pias2_60427	14.0837	14.0837		9.24275	9.24275		28.7614	28.7614		14.0837	9.24275	28.7614	0															0						Linear,1(1)	4.72791862487793	4.72791862487793	4.72791862487793	4.72791862487793	0.0	4.72791862487793	14.0837	14.0837	9.24275	9.24275	28.7614	28.7614	UP	1.0	0.0	0.0	
1385	Golgi-associated vesicle biogenesis	18	20	5	5	1	4	4	4	5	0	0	388	20	8579	0.41328	1.0	1.0	0.0																														0	0	0															0															0																							
1387	Presynaptic function of kainate receptors	14	22	3	3	0	3	2	2	3	0	0	388	22	8577	0.37829	1.0	1.0	0.0																														0	0	0															0															0																							
1389	Coagulation intrinsic pathway	9	16	3	3	1	3	3	3	3	1	1	387	15	8584	0.84998	0.50675	0.50675	6.25	22371	vwf	Vwf_65542		10.2929	10.2929	10.2929		10.2929		7.11603	7.11603	7.11603		7.116030000000001		17.9841	17.9841	17.9841		17.9841		0.0	10.2929			10.2929	7.11603	17.9841	1	0	1	22371	Vwf_65542	10.2929	10.2929		7.11603	7.11603		17.9841	17.9841		10.2929	7.11603	17.9841	0															0						Linear,1(1)	6.806782722473144	6.8067827224731445	6.8067827224731445	6.8067827224731445	0.0	6.8067827224731445	10.2929	10.2929	7.11603	7.11603	17.9841	17.9841	UP	1.0	0.0	0.0	
139	Interleukin-22 soluble receptor signaling pathway	10	14	4	3	0	4	3	3	4	0	0	388	14	8585	0.53885	1.0	1.0	0.0																														0	0	0															0															0																							
1390	ATR activation in response to replication stress	14	15	6	6	0	6	6	6	6	0	0	388	15	8584	0.51555	1.0	1.0	0.0																														0	0	0															0															0																							
1391	APC/C activator regulation between G1/S and early anaphase	22	22	12	11	2	12	11	10	12	2	2	386	20	8579	0.93303	0.24527	0.24527	9.09	18817;434175	plk1;ccnb1-ps	Plk1_29780;Ccnb1_31338		6.215189	6.215189	0.601078	7.939551916867979	7.039399006648697	7.853524073339452	4.0811775	4.0811775	0.149395	5.560380135801194	4.658404149146451	5.500131457123803	12.573425	12.573425	3.24465	13.192880125327072	13.942986397124889	13.049930618982641	0.5	6.215189			0.601078;11.8293	0.149395;8.01296	3.24465;21.9022	0	2	0															2	18817;434175	Plk1_29780;Ccnb1_31338	6.215189	6.215189	7.939551916867979	4.0811775	4.0811775	5.560380135801194	12.573425	12.573425	13.192880125327072	0.601078;11.8293	0.149395;8.01296	3.24465;21.9022	0						Hill,1(0.5);Linear,1(0.5)	9.911947869556272	23.010136127471924	5.663845539093018	17.346290588378906	8.260736115189262	11.505068063735962	-4.788468559999998	17.21884656	-3.6251162	11.787471199999999	-5.710973999999997	30.857823999999997	DOWN	0.0	1.0	0.0	
1396	Flap intermediate removal from the telomere lagging strand (C-strand)	5	5	1	1	0	1	1	1	1	0	0	388	5	8594	0.80194	1.0	1.0	0.0																														0	0	0															0															0																							
1398	HIV-1 early elongation complex formation	13	14	3	3	0	3	3	3	3	0	0	388	14	8585	0.53885	1.0	1.0	0.0																														0	0	0															0															0																							
