1753	Class A GPCRs (rhodopsin-like)	30	234	10	10	5	9	9	8	10	5	5	889	229	7864	2.061E-6	1.0	3.8508E-6	2.14	18101;17773;11539;19222;13051	nmbr;mtnr1a;adora1;ptgir;cx3cr1	Nmbr_64213;Mtnr1a_70532;Adora1_56938;Ptgir_54940;Cx3cr1_67709		25.554579999999998	24.189	6.8384	12.43547290202508	30.692684934074663	10.433323468740237	16.350644	18.8611	4.95732	7.606042228365554	19.607100596664022	5.989427820920168	33.15226	37.5233	10.629	12.797021211321013	36.157263030976964	9.06053217810668					6.8384;36.7949;22.8699;24.189;37.0807	4.95732;23.3522;12.574;18.8611;22.0086	10.629;37.5233;41.1063;35.6645;40.8382	4	1	4	17773;11539;19222;13051	Mtnr1a_70532;Adora1_56938;Ptgir_54940;Cx3cr1_67709	30.233625000000004	30.49195	7.760899925212692	19.198975	20.43485	4.800962535697057	38.783075	39.18075	2.6415561226607593	36.7949;22.8699;24.189;37.0807	23.3522;12.574;18.8611;22.0086	37.5233;41.1063;35.6645;40.8382	1	18101	Nmbr_64213	6.8384	6.8384		4.95732	4.95732		10.629	10.629		6.8384	4.95732	10.629	0						Exp 2,1(0.2);Hill,1(0.2);Linear,1(0.2);Power,2(0.4)	7.481921477533818	39.773497343063354	3.576862096786499	10.065954208374023	2.629562560002152	8.11424732208252	14.654407405416416	36.45475259458359	9.683654034755133	23.017633965244865	21.935176339495968	44.36934366050403	UP	0.8	0.2	0.0	
1754	Endochondral ossification	40	59	27	26	5	22	25	20	23	5	5	889	54	8039	0.45898	0.71159	1.0	8.47	20259;14172;18792;20846;21808	scin;fgf18;plau;stat1;tgfb2	Scin_58595;Fgf18_61683;Plau_31587;Stat1_32116;Tgfb2_60154	18792(0.4579);20846(0.3763)	21.754286	23.9237	5.99029	15.419155839885654	23.156838864689977	17.63732134869157	13.629494	16.977	2.9551	9.361228830750804	14.042857825478075	9.840703963424223	30.530676	41.4715	9.11808	15.550964954879172	28.105600912690754	17.46596786859972	1.5	15.12482			31.873;6.32594;23.9237;40.6585;5.99029	20.8099;2.9551;16.977;23.0251;4.38037	41.6986;18.6899;41.4715;41.6753;9.11808	1	4	1	20259	Scin_58595	31.873	31.873		20.8099	20.8099		41.6986	41.6986		31.873	20.8099	41.6986	4	14172;18792;20846;21808	Fgf18_61683;Plau_31587;Stat1_32116;Tgfb2_60154	19.224607499999998	15.12482	16.563172008922635	11.8343925	10.678685	9.765289430438045	27.738695	30.0807	16.44614327660947	6.32594;23.9237;40.6585;5.99029	2.9551;16.977;23.0251;4.38037	18.6899;41.4715;41.6753;9.11808	0						Exp 2,1(0.2);Hill,1(0.2);Linear,1(0.2);Power,2(0.4)	5.742547497581373	32.78421401977539	2.678844451904297	11.213679313659668	3.506581561537155	6.853476047515869	8.238799999450302	35.2697720005497	5.424015144752051	21.834972855247948	16.89965421610791	44.161697783892095	DOWN	0.2	0.8	0.0	
1755	Cytoplasmic ribosomal proteins	61	96	43	43	19	38	41	38	40	17	17	877	79	8014	0.99405	0.013006	0.015782	17.71	73830;54127;20054;20042;27050;16898;19981;57808;68193;19934;66480;110954;20005;26961;27176;66211;14109	eif3k;rps28;rps15;rps12;rps3;rps2;rpl37a;rpl35a;rpl24;rpl22;rpl15;rpl10;rpl9;rpl8;rpl7a;rpl3l;fau	Eif3k_69187;Rps28_75512;Rps15_62945;Rps12-ps3_67858,Rps12_72691;Rps3_64318;Rps2_66062;Rpl37a_71564;Rpl35a_79507;Gm17430_55995;Rpl22_29339;Rpl15_70091;Rpl10_68659;Rpl9-ps6_75127,Rpl9_77075;Rpl8_62432;Rpl7a-ps3_65268;Rpl3l_31740,Rpl3l_66037;Fau_78981	20042(-0.3669);16898(-0.2333);19934(-0.06469);110954(-0.05091)	9.641881470588235	6.83808	1.96675	7.038395774721541	10.856818996660339	8.032456091116943	6.188070882352941	4.924195	1.15234	4.508631202615101	6.883742691837164	4.876680011916203	15.02586323529412	13.605235	4.07827	8.38517558250067	15.453238699606269	8.799925053335675	3.5	5.452065	8.5	7.1762974999999996	12.8062;12.6257;9.10838;7.514514999999999;5.89321;22.1312;1.96675;3.32949;14.4276;2.64791;12.5725;6.83808;6.82837;5.85155;5.24512;28.4664;5.65901	8.59027;8.77887;6.57611;1.78167;4.31343;11.8191;1.15234;1.94963;10.3894;1.83816;8.8036;4.9571;4.924195;4.32313;2.53143;18.31755;4.15122	24.5125;22.4017;14.456;13.605235;8.95017;23.7863;4.07827;7.02465;24.3059;4.55752;21.9651;10.6284;10.76979;8.71787;14.2972;32.83395;8.54912	20	0	17	73830;54127;20054;20042;27050;16898;19981;57808;68193;19934;66480;110954;20005;26961;27176;66211;14109	Eif3k_69187;Rps28_75512;Rps15_62945;Rps12-ps3_67858,Rps12_72691;Rps3_64318;Rps2_66062;Rpl37a_71564;Rpl35a_79507;Gm17430_55995;Rpl22_29339;Rpl15_70091;Rpl10_68659;Rpl9-ps6_75127,Rpl9_77075;Rpl8_62432;Rpl7a-ps3_65268;Rpl3l_31740,Rpl3l_66037;Fau_78981	9.641881470588235	6.83808	7.038395774721541	6.188070882352941	4.924195	4.508631202615101	15.02586323529412	13.605235	8.38517558250067	12.8062;12.6257;9.10838;7.514514999999999;5.89321;22.1312;1.96675;3.32949;14.4276;2.64791;12.5725;6.83808;6.82837;5.85155;5.24512;28.4664;5.65901	8.59027;8.77887;6.57611;1.78167;4.31343;11.8191;1.15234;1.94963;10.3894;1.83816;8.8036;4.9571;4.924195;4.32313;2.53143;18.31755;4.15122	24.5125;22.4017;14.456;13.605235;8.95017;23.7863;4.07827;7.02465;24.3059;4.55752;21.9651;10.6284;10.76979;8.71787;14.2972;32.83395;8.54912	0															0						Exp 2,5(0.25);Exp 4,4(0.2);Hill,2(0.1);Linear,6(0.3);Poly 2,1(0.05);Power,2(0.1)	3.5886926054084585	100.55423629283905	1.8226581811904907	27.05336570739746	6.321315134511746	2.9759165048599243	6.296040502376897	12.987722438799576	4.044803656255191	8.331338108450693	11.039803785449372	19.011922685138863	UP	1.0	0.0	0.0	
1756	Class C GPCRs (metabotropic glutamate and pheromone receptors)	4	19	1	1	1	1	1	1	1	1	1	893	18	8075	0.423	0.8637	1.0	5.26	210198	gprc6a	Gprc6a_58321		23.6115	23.6115	23.6115		23.6115		18.7017	18.7017	18.7017		18.7017		33.1091	33.1091	33.1091		33.1091		0.0	23.6115			23.6115	18.7017	33.1091	1	0	1	210198	Gprc6a_58321	23.6115	23.6115		18.7017	18.7017		33.1091	33.1091		23.6115	18.7017	33.1091	0															0						Exp 2,1(1)	3.8450698852539067	3.8450698852539062	3.8450698852539062	3.8450698852539062	0.0	3.8450698852539062	23.6115	23.6115	18.7017	18.7017	33.1091	33.1091	UP	1.0	0.0	0.0	
1757	Hypertrophy pathway	14	20	13	13	2	12	13	12	12	2	2	892	18	8075	0.67994	0.60555	1.0	10.0	56405;11487	dusp14;adam10	Dusp14_82144;Adam10_30084	56405(-0.08157)	10.8498505	10.8498505	0.409301	14.765166701527638	16.72226194942109	12.208182307834232	7.0657464999999995	7.0657464999999995	0.130593	9.807788136839239	10.966506207800121	8.10930672382854	12.847695	12.847695	3.53869	13.164921123198955	18.083655764777575	10.88506214587081	0.0	0.409301	1.0	21.2904	0.409301;21.2904	0.130593;14.0009	3.53869;22.1567	0	2	0															2	56405;11487	Dusp14_82144;Adam10_30084	10.8498505	10.8498505	14.765166701527638	7.0657464999999995	7.0657464999999995	9.807788136839239	12.847695	12.847695	13.164921123198955	0.409301;21.2904	0.130593;14.0009	3.53869;22.1567	0						Exp 4,1(0.5);Hill,1(0.5)	3.3733223518838384	6.799718379974365	2.975903034210205	3.82381534576416	0.5995645453513623	3.3998591899871826	-9.613626520000002	31.31332752	-6.52715436	20.65864736	-5.397954799999997	31.0933448	DOWN	0.0	1.0	0.0	
176	Repression of pain sensation by the transcriptional regulator DREAM	11	14	4	4	1	4	4	4	4	1	1	893	13	8080	0.58724	0.76962	1.0	7.14	12912	creb1	Creb1_64373	12912(-0.3088)	11.5426	11.5426	11.5426		11.5426		7.88409	7.88409	7.88409		7.88409		20.9555	20.9555	20.9555		20.9555		0.0	11.5426			11.5426	7.88409	20.9555	1	0	1	12912	Creb1_64373	11.5426	11.5426		7.88409	7.88409		20.9555	20.9555		11.5426	7.88409	20.9555	0															0						Linear,1(1)	2.010669708251953	2.010669708251953	2.010669708251953	2.010669708251953	0.0	2.010669708251953	11.5426	11.5426	7.88409	7.88409	20.9555	20.9555	UP	1.0	0.0	0.0	
1760	Calcium regulation in the cardiac cell	78	144	40	39	14	32	36	29	39	10	10	884	134	7959	0.13964	0.91817	0.26226	6.94	11749;18797;14679;14678;14702;14695;11514;16439;18750;54401	anxa6;plcb3;gnai3;gnai2;gng2;gnb3;adcy8;itpr2;prkca;ywhab	Anxa6_76014;Plcb3_30260;Gnai3_60072;Gnai2_74909;Gng2_80221;Gnb3_65466;Adcy8_58220;Itpr2_69649;Prkca_56923;Ywhab_60393	14678(-0.06111);16439(-0.09289)	17.488012	16.1569	2.8669	14.834592148357387	17.731807473655635	13.005163635919827	10.815548	10.301235	1.54729	8.786781841408532	11.423849908936106	7.817728802320275	22.775699	20.931449999999998	5.76989	14.815263063893447	22.505105915698035	12.537054794577715	6.5	23.192700000000002			41.3897;22.0753;23.0917;3.9474;23.2937;10.2385;40.0134;4.76712;2.8669;3.1964	23.5573;13.9444;13.4823;2.93647;18.5002;7.12017;22.8125;2.25051;1.54729;2.00434	42.6141;24.1738;37.6837;5.76989;32.4506;17.6891;40.9202;13.6675;6.60506;6.18304	5	5	5	18797;14702;14695;11514;16439	Plcb3_30260;Gng2_80221;Gnb3_65466;Adcy8_58220;Itpr2_69649	20.077604	22.0753	13.628911482399465	12.925556	13.9444	8.329547919805131	25.78024	24.1738	11.050766462241436	22.0753;23.2937;10.2385;40.0134;4.76712	13.9444;18.5002;7.12017;22.8125;2.25051	24.1738;32.4506;17.6891;40.9202;13.6675	5	11749;14679;14678;18750;54401	Anxa6_76014;Gnai3_60072;Gnai2_74909;Prkca_56923;Ywhab_60393	14.898419999999998	3.9474	17.106558229433528	8.705540000000001	2.93647	9.654286669177067	19.771158000000003	6.60506	18.686076053123617	41.3897;23.0917;3.9474;2.8669;3.1964	23.5573;13.4823;2.93647;1.54729;2.00434	42.6141;37.6837;5.76989;6.60506;6.18304	0						Exp 2,1(0.1);Exp 4,3(0.3);Hill,2(0.2);Linear,2(0.2);Power,2(0.2)	3.15710413239387	40.0195175409317	1.723253846168518	14.092751502990723	3.7452946099118716	2.6422417163848877	8.293436527701878	26.682587472298124	5.369444191315565	16.261651808684437	13.593103818372276	31.95829418162773	CONFLICT	0.5	0.5	0.0	
1761	Complement activation, classical pathway	7	17	3	3	1	3	3	3	3	1	1	893	16	8077	0.48453	0.83185	1.0	5.88	12263	c2	C2_73108		39.5654	39.5654	39.5654		39.5654		22.9507	22.9507	22.9507		22.9507		40.7001	40.7001	40.7001		40.7001		0.0	39.5654			39.5654	22.9507	40.7001	1	0	1	12263	C2_73108	39.5654	39.5654		22.9507	22.9507		40.7001	40.7001		39.5654	22.9507	40.7001	0															0						Power,1(1)	5.354496955871583	5.354496955871582	5.354496955871582	5.354496955871582	0.0	5.354496955871582	39.5654	39.5654	22.9507	22.9507	40.7001	40.7001	UP	1.0	0.0	0.0	
1762	ACE inhibitor pathway	4	18	1	1	0	1	1	1	1	0	0	894	18	8075	0.15139	1.0	0.24792	0.0																														0	0	0															0															0																							
1763	Senescence and autophagy	77	103	44	41	14	41	40	36	39	10	10	884	93	8000	0.55063	0.58133	1.0	9.71	14232;26356;56208;18788;67605;74244;106947;12578;227753;20779	fkbp8;ing1;becn1;serpinb2;akt1s1;atg7;slc39a3;cdkn2a;gsn;src	Fkbp8_66135;Ing1_57665;Becn1_75445;Serpinb2_74877;Akt1s1_69228;Atg7_64911;Slc39a3_58092;Cdkn2a_29751;Gsn_79720;Src_61324	56208(-0.3367);67605(0.076);74244(-0.1863)	19.745946999999997	17.23735	3.07076	12.316148106907859	24.08852943384728	14.025557691470313	11.808485999999998	9.632265	1.17277	7.700799702452553	14.987315536900482	9.107342674216287	29.30895	31.5485	11.1914	12.343250734555754	30.248036294106896	11.693582670700508	4.5	17.23735			8.86911;12.2785;10.4107;35.4095;19.6032;3.07076;25.9285;41.8672;25.1505;14.8715	4.51174;8.85751;7.42151;23.1108;14.4302;1.17277;13.6703;25.6455;9.19113;10.0734	16.2714;20.0595;17.137;36.0994;34.1959;11.1914;43.339;43.3043;42.5905;28.9011	6	4	6	26356;56208;18788;67605;74244;20779	Ing1_57665;Becn1_75445;Serpinb2_74877;Akt1s1_69228;Atg7_64911;Src_61324	15.940693333333334	13.575	10.983799276874407	10.844364999999998	9.465454999999999	7.390822772516604	24.597383333333337	24.4803	9.989193966565402	12.2785;10.4107;35.4095;19.6032;3.07076;14.8715	8.85751;7.42151;23.1108;14.4302;1.17277;10.0734	20.0595;17.137;36.0994;34.1959;11.1914;28.9011	4	14232;106947;12578;227753	Fkbp8_66135;Slc39a3_58092;Cdkn2a_29751;Gsn_79720	25.4538275	25.5395	13.4755206817532	13.2546675	11.430715	9.067461951069417	36.3763	42.9474	13.40770501042839	8.86911;25.9285;41.8672;25.1505	4.51174;13.6703;25.6455;9.19113	16.2714;43.339;43.3043;42.5905	0						Exp 2,4(0.4);Exp 4,1(0.1);Power,5(0.5)	3.6973425765420016	47.1433025598526	1.8442871570587158	16.60072135925293	4.412671358335518	3.091776490211487	12.112319316511243	27.37957468348876	7.035480894558585	16.581491105441412	21.65852393385845	36.959376066141544	UP	0.6	0.4	0.0	
1764	Arachidonate epoxygenase/epoxide hydrolase pathway	3	12	1	1	1	1	1	1	1	1	1	893	11	8082	0.66139	0.71583	1.0	8.33	12858	cox5a	Cox5a_56100		21.689	21.689	21.689		21.689		14.9815	14.9815	14.9815		14.9815		23.118	23.118	23.118		23.118		0.0	21.689			21.689	14.9815	23.118	0	1	0															1	12858	Cox5a_56100	21.689	21.689		14.9815	14.9815		23.118	23.118		21.689	14.9815	23.118	0						Hill,1(1)	1.9810236692428589	1.9810236692428589	1.9810236692428589	1.9810236692428589	0.0	1.9810236692428589	21.689	21.689	14.9815	14.9815	23.118	23.118	DOWN	0.0	1.0	0.0	
1766	Polyol pathway	2	4	2	2	0	2	2	2	2	0	0	894	4	8089	0.65758	1.0	1.0	0.0																														0	0	0															0															0																							
1767	Sulfation biotransformation reaction	4	16	2	2	0	2	2	2	2	0	0	894	16	8077	0.18676	1.0	0.39516	0.0																														0	0	0															0															0																							
1768	Glucuronidation	12	25	7	6	3	5	6	4	5	2	2	892	23	8070	0.5405	0.72642	1.0	8.0	243085;15275	ugt2b35;hk1	Ugt2b35_29092;Hk1_70457,Hk1_75101	15275(0.4822)	29.5602225	29.5602225	25.206545	6.157029766698578	30.837271202793584	5.886196460312771	18.58301	18.58301	13.91112	6.607050199915226	19.953398841179514	6.3164215495912845	31.61435	31.61435	28.6551	4.185011484452545	32.48237625452664	4.000922639580149	0.5	29.5602225			33.9139;25.206545	23.2549;13.91112	34.5736;28.6551	1	2	1	243085	Ugt2b35_29092	33.9139	33.9139		23.2549	23.2549		34.5736	34.5736		33.9139	23.2549	34.5736	1	15275	Hk1_70457,Hk1_75101	25.206545	25.206545		13.91112	13.91112		28.6551	28.6551		25.206545	13.91112	28.6551	0						Linear,1(0.34);Power,2(0.67)	3.108624537928639	10.307539701461792	2.095940589904785	5.694812297821045	1.9676057824865598	2.516786813735962	21.0270146	38.093430399999995	9.426105600000003	27.7399144	25.814220000000006	37.41448	CONFLICT	0.5	0.5	0.0	
1769	Metapathway biotransformation	66	173	35	32	13	30	32	27	30	10	10	884	163	7930	0.035688	0.98225	0.071412	5.78	72136;66176;50785;83702;13113;17423;13074;14187;243085;14859	chst14;nat9;hs6st1;akr1c6;cyp3a13;ndst2;cyp17a1;akr1b8;ugt2b35;gsta3	Chst14_58003;Nat9_56856;Hs6st1_61791;Akr1c6_65051;Cyp3a13_55988;Ndst2_71691;Cyp17a1_80340;Akr1b8_30048;Ugt2b35_29092;Gsta3_30777		23.6016772	22.867800000000003	0.774232	15.604900118287006	25.18207070423814	15.480654049449985	15.228670399999999	16.75275	0.206044	9.511299059213583	15.388190623068631	8.830640650231441	28.773322	30.74295	3.54132	14.224888009227422	29.584624358038464	13.36521294972333	7.5	41.35245			41.806;10.0498;42.5036;40.8989;19.535;0.774232;26.2006;8.11784;33.9139;12.2169	29.1604;7.00659;18.0841;24.4492;15.4214;0.206044;20.7233;5.71573;23.2549;8.26504	43.2111;17.246;44.3849;41.972;26.9123;3.54132;39.6321;13.459;34.5736;22.8009	7	3	7	66176;83702;13113;17423;13074;243085;14859	Nat9_56856;Akr1c6_65051;Cyp3a13_55988;Ndst2_71691;Cyp17a1_80340;Ugt2b35_29092;Gsta3_30777	20.512761714285716	19.535	14.120889423063753	14.189496285714286	15.4214	9.254561986425388	26.668317142857145	26.9123	13.561037154217114	10.0498;40.8989;19.535;0.774232;26.2006;33.9139;12.2169	7.00659;24.4492;15.4214;0.206044;20.7233;23.2549;8.26504	17.246;41.972;26.9123;3.54132;39.6321;34.5736;22.8009	3	72136;50785;14187	Chst14_58003;Hs6st1_61791;Akr1b8_30048	30.809146666666663	41.806	19.654343288966274	17.653409999999997	18.0841	11.728267487540522	33.685	43.2111	17.52605941476863	41.806;42.5036;8.11784	29.1604;18.0841;5.71573	43.2111;44.3849;13.459	0						Exp 2,3(0.3);Exp 4,1(0.1);Linear,2(0.2);Power,4(0.4)	5.5831552393567065	69.3236597776413	1.9155104160308838	20.262685775756836	5.224729744253653	5.921893835067749	13.929659901489288	33.27369449851071	9.333506167310198	21.123834632689796	19.95664506828452	37.589998931715485	UP	0.7	0.3	0.0	
177	Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling	29	35	15	15	7	15	15	15	15	7	7	887	28	8065	0.98079	0.05355	0.078909	20.0	19229;18750;26398;20779;20416;19353;14784	ptk2b;prkca;map2k4;src;shc1;rac1;grb2	Ptk2b_77627;Prkca_56923;Map2k4_70072;Src_61324;Shc1_69720,Shc1_77672;Rac1_30873;Grb2_31853,Grb2_29420	19229(0.2144);20416(0.04758);19353(0.02082);14784(-0.8492)	11.911175714285715	13.579	2.8669	5.379353940928867	12.045935909886046	4.801035762651138	7.510537142857143	9.00611	1.54729	3.738064770883969	7.718235596761296	3.451575380390876	26.73612214285714	26.9125	6.60506	12.988665988113718	24.415967372550988	10.385758667149089	0.5	4.99522	2.5	12.3196925	13.579;2.8669;18.6832;14.8715;11.060385;7.12354;15.193705000000001	9.00611;1.54729;11.4716;10.0734;6.51407;3.64681;10.31448	26.9125;6.60506;49.2572;28.9011;18.46255;31.6955;25.318945	1	6	1	20779	Src_61324	14.8715	14.8715		10.0734	10.0734		28.9011	28.9011		14.8715	10.0734	28.9011	5	19229;18750;26398;20416;19353	Ptk2b_77627;Prkca_56923;Map2k4_70072;Shc1_69720,Shc1_77672;Rac1_30873	10.662605	11.060385	6.047551785634004	6.437175999999999	6.51407	3.9889812954662998	26.586562000000004	26.9125	15.854221074739675	13.579;2.8669;18.6832;11.060385;7.12354	9.00611;1.54729;11.4716;6.51407;3.64681	26.9125;6.60506;49.2572;18.46255;31.6955	1	14784	Grb2_31853,Grb2_29420	6.23831,24.1491	4.55056,16.0784	9.55159,41.0863	Exp 2,1(0.12);Exp 3,1(0.12);Exp 4,1(0.12);Hill,1(0.12);Linear,4(0.45);Poly 2,1(0.12)	2.3579020435418	23.494858622550964	1.5225757360458374	6.608766078948975	1.5542589488332788	2.0574097633361816	7.926094546555671	15.89625688201576	4.741340007702171	10.279734278012114	17.113983724088207	36.35826056162608	DOWN	0.14285714285714285	0.7142857142857143	0.14285714285714285	
1771	SIDS susceptibility pathways	29	65	16	16	6	16	16	16	16	5	5	889	60	8033	0.36192	0.78803	0.67951	7.69	19712;20683;19883;14695;12912	rest;sp1;rora;gnb3;creb1	Rest_58451;Sp1_69023;Rora_75714;Gnb3_65466;Creb1_64373	20683(0.133);12912(-0.3088)	12.98872	11.5426	10.2385	3.5473092298247697	12.072437281508739	2.6665859703639962	8.650400000000001	7.88409	7.12017	1.9448115067275784	8.14638626080957	1.4735123834807715	26.43046	20.9555	17.6891	12.30443551582111	23.154956260349586	8.699655627466765	2.5	12.76605			18.7441;10.4289;13.9895;10.2385;11.5426	11.7916;7.23397;9.22217;7.12017;7.88409	47.0984;18.1433;28.266;17.6891;20.9555	5	0	5	19712;20683;19883;14695;12912	Rest_58451;Sp1_69023;Rora_75714;Gnb3_65466;Creb1_64373	12.98872	11.5426	3.5473092298247697	8.650400000000001	7.88409	1.9448115067275784	26.43046	20.9555	12.30443551582111	18.7441;10.4289;13.9895;10.2385;11.5426	11.7916;7.23397;9.22217;7.12017;7.88409	47.0984;18.1433;28.266;17.6891;20.9555	0															0						Exp 2,1(0.2);Linear,4(0.8)	3.1617425466935543	23.064960837364197	1.7470271587371826	14.092751502990723	5.33216738723495	2.010669708251953	9.879366366560562	16.09807363343944	6.945697552873071	10.355102447126932	15.64514673864963	37.21577326135037	UP	1.0	0.0	0.0	
1772	Serotonin HTR1 group and FOS pathway	23	31	8	8	4	8	8	8	8	4	4	890	27	8066	0.80997	0.37234	0.54371	12.9	14679;14678;73086;12912	gnai3;gnai2;rps6ka5;creb1	Gnai3_60072;Gnai2_74909;Rps6ka5_79179;Creb1_64373	14678(-0.06111);12912(-0.3088)	15.661475	17.317149999999998	3.9474	9.66089566840639	14.875129471332837	10.46561638228244	8.838840000000001	9.468295	2.93647	4.553809048353547	7.896256074460164	4.450682241201644	26.6760975	29.3196	5.76989	16.68254124650553	25.638424702159345	18.698984845064157	0.5	7.745	2.5	23.57795	23.0917;3.9474;24.0642;11.5426	13.4823;2.93647;11.0525;7.88409	37.6837;5.76989;42.2953;20.9555	1	3	1	12912	Creb1_64373	11.5426	11.5426		7.88409	7.88409		20.9555	20.9555		11.5426	7.88409	20.9555	3	14679;14678;73086	Gnai3_60072;Gnai2_74909;Rps6ka5_79179	17.034433333333332	23.0917	11.344129325925959	9.15709	11.0525	5.522505491015831	28.582963333333335	37.6837	19.89080063305731	23.0917;3.9474;24.0642	13.4823;2.93647;11.0525	37.6837;5.76989;42.2953	0						Hill,1(0.25);Linear,2(0.5);Power,1(0.25)	2.6335419890303595	12.881789565086365	1.723253846168518	7.226904392242432	2.673668611246454	1.9658156633377075	6.19379724496174	25.12915275503826	4.3761071326135195	13.30157286738648	10.327207078424582	43.024987921575416	DOWN	0.25	0.75	0.0	
1774	Nucleotide G-protein coupled receptors (GPCRs)	4	12	1	1	1	1	1	1	1	1	1	893	11	8082	0.66139	0.71583	1.0	8.33	11539	adora1	Adora1_56938		22.8699	22.8699	22.8699		22.8699		12.574	12.574	12.574		12.574		41.1063	41.1063	41.1063		41.1063		0.0	22.8699			22.8699	12.574	41.1063	1	0	1	11539	Adora1_56938	22.8699	22.8699		12.574	12.574		41.1063	41.1063		22.8699	12.574	41.1063	0															0						Power,1(1)	8.06209659576416	8.06209659576416	8.06209659576416	8.06209659576416	0.0	8.06209659576416	22.8699	22.8699	12.574	12.574	41.1063	41.1063	UP	1.0	0.0	0.0	
178	Pertussis toxin-insensitive CCR5 signaling in macrophage	8	14	6	6	2	6	6	6	6	2	2	892	12	8081	0.84356	0.41276	0.64314	14.29	19229;18750	ptk2b;prkca	Ptk2b_77627;Prkca_56923	19229(0.2144)	8.22295	8.22295	2.8669	7.574598550748415	9.114726032225578	7.468869674970641	5.2767	5.2767	1.54729	5.274182201649844	5.897642383350117	5.200563335766517	16.75878	16.75878	6.60506	14.35952853253894	18.44936245048674	14.159093248969459	0.0	2.8669	0.5	8.22295	13.579;2.8669	9.00611;1.54729	26.9125;6.60506	0	2	0															2	19229;18750	Ptk2b_77627;Prkca_56923	8.22295	8.22295	7.574598550748415	5.2767	5.2767	5.274182201649844	16.75878	16.75878	14.35952853253894	13.579;2.8669	9.00611;1.54729	26.9125;6.60506	0						Exp 4,1(0.5);Linear,1(0.5)	2.0643497481955184	4.128722906112671	2.0574097633361816	2.0713131427764893	0.009831173883651142	2.0643614530563354	-2.274908	18.720808	-2.0329435999999985	12.5863436	-3.142511199999994	36.6600712	DOWN	0.0	1.0	0.0	
