1718	MAPK cascade role in angiogenesis	44	62	23	22	4	23	20	20	23	3	3	634	59	8291	0.3506	0.82555	0.80135	4.84	18127;26416;26395	nos3;mapk14;map2k1	Nos3_29714;Mapk14_31848;Map2k1_71481		18.24021	19.2923	8.47903	9.279972440384727	16.019378103989244	9.523411572987872	11.8103	12.4724	4.335	7.167223337527582	10.107806073509636	7.3371066252293184	34.27916666666667	39.1137	22.1248	10.599087263690839	31.58657649036307	11.228441930870229					8.47903;26.9493;19.2923	4.335;18.6235;12.4724	22.1248;39.1137;41.599	1	2	1	26395	Map2k1_71481	19.2923	19.2923		12.4724	12.4724		41.599	41.599		19.2923	12.4724	41.599	2	18127;26416	Nos3_29714;Mapk14_31848	17.714165	17.714165	13.06045316734645	11.47925	11.47925	10.103495242983982	30.61925	30.61925	12.012966394900147	8.47903;26.9493	4.335;18.6235	22.1248;39.1137	0						Exp 2,1(0.34);Hill,1(0.34);Linear,1(0.34)	2.7021450693714746	8.677660703659058	1.592160940170288	3.9416794776916504	1.19474288538847	3.143820285797119	7.738932610404282	28.74148738959572	3.699823286403115	19.920776713596887	22.285170332348443	46.273163000984894	DOWN	0.3333333333333333	0.6666666666666666	0.0	
1719	Nitric oxide effects	3	8	2	2	1	2	2	2	2	1	1	636	7	8343	0.89437	0.44477	0.44477	12.5	18127	nos3	Nos3_29714		8.47903	8.47903	8.47903		8.47903		4.335	4.335	4.335		4.335		22.1248	22.1248	22.1248		22.1248		0.0	8.47903	0.0	8.47903	8.47903	4.335	22.1248	0	1	0															1	18127	Nos3_29714	8.47903	8.47903		4.335	4.335		22.1248	22.1248		8.47903	4.335	22.1248	0						Exp 2,1(1)	3.9416794776916504	3.9416794776916504	3.9416794776916504	3.9416794776916504	0.0	3.9416794776916504	8.47903	8.47903	4.335	4.335	22.1248	22.1248	DOWN	0.0	1.0	0.0	
172	Acetylation and deacetylation of RelA in the nucleus	15	16	7	7	2	7	6	6	7	2	2	635	14	8336	0.90045	0.31514	0.31514	12.5	16151;18035	ikbkg;nfkbia	Ikbkg_80620;Nfkbia_29762	16151(0.3827)	14.95344	14.95344	7.82668	10.07876064777808	19.254951357076106	8.03588304326853	9.94754	9.94754	5.71118	5.991117767094884	12.504487428096771	4.776770017396548	31.44025	31.44025	11.9736	27.53000044397021	43.18977096874676	21.949907481694762	0.0	7.82668	0.5	14.95344	22.0802;7.82668	14.1839;5.71118	50.9069;11.9736	2	0	2	16151;18035	Ikbkg_80620;Nfkbia_29762	14.95344	14.95344	10.07876064777808	9.94754	9.94754	5.991117767094884	31.44025	31.44025	27.53000044397021	22.0802;7.82668	14.1839;5.71118	50.9069;11.9736	0															0						Exp 2,1(0.5);Linear,1(0.5)	2.721449095145268	6.075890064239502	1.6878247261047363	4.388065338134766	1.909358447601747	3.037945032119751	0.9849904000000027	28.9218896	1.6442744000000022	18.2508056	-6.714384000000003	69.59488400000001	UP	1.0	0.0	0.0	
1725	SREBF and miR-33 in cholesterol and lipid homeostasis	13	15	7	7	2	7	7	7	7	2	2	635	13	8337	0.91482	0.28819	0.28819	13.33	208715;16835	hmgcs1;ldlr	Hmgcs1_70628;Ldlr_78421		3.63226	3.63226	1.32556	3.262166424326017	4.480691006963461	3.03348964607528	2.5633890000000004	2.5633890000000004	0.917868	2.327118115369738	3.168630704170253	2.163987911691786	5.87005	5.87005	2.18759	5.207784874896427	7.224501487364056	4.842720892221084	0.0	1.32556	0.5	3.63226	1.32556;5.93896	0.917868;4.20891	2.18759;9.55251	0	2	0															2	208715;16835	Hmgcs1_70628;Ldlr_78421	3.63226	3.63226	3.262166424326017	2.5633890000000004	2.5633890000000004	2.327118115369738	5.87005	5.87005	5.207784874896427	1.32556;5.93896	0.917868;4.20891	2.18759;9.55251	0						Exp 2,1(0.5);Exp 4,1(0.5)	6.897387449970771	14.20503568649292	5.407877445220947	8.797158241271973	2.39658343423302	7.10251784324646	-0.8888719999999992	8.153391999999998	-0.6618321599999999	5.788610160000001	-1.3475715999999993	13.0876716	DOWN	0.0	1.0	0.0	
1726	MicroRNAs in muscle cell differentiation	18	27	7	7	2	7	7	7	7	2	2	635	25	8325	0.70107	0.58001	0.71698	7.41	17261;18749	mef2d;prkacb	Mef2d_61011;Prkacb_29599	18749(-0.4368)	14.396899999999999	14.396899999999999	5.5007	12.581126693583533	10.710095885145828	11.449877716263554	8.252435	8.252435	2.15457	8.623683384520213	5.725329744517297	7.848273260525108	39.8345	39.8345	19.1525	29.24876489700036	31.263370449920867	26.61882274766337	0.5	14.396899999999999			23.2931;5.5007	14.3503;2.15457	60.5165;19.1525	1	1	1	17261	Mef2d_61011	23.2931	23.2931		14.3503	14.3503		60.5165	60.5165		23.2931	14.3503	60.5165	1	18749	Prkacb_29599	5.5007	5.5007		2.15457	2.15457		19.1525	19.1525		5.5007	2.15457	19.1525	0						Exp 4,1(0.5);Linear,1(0.5)	2.0918671417836867	4.1882383823394775	1.9970262050628662	2.1912121772766113	0.13731021776364166	2.0941191911697388	-3.0396520000000002	31.833451999999998	-3.699380399999999	20.2042504	-0.7022200000000041	80.37122	CONFLICT	0.5	0.5	0.0	
1727	Cell differentiation pathway	10	19	8	8	2	8	8	8	8	2	2	635	17	8333	0.85231	0.39416	0.39416	10.53	17261;12393	mef2d;runx2	Mef2d_61011;Runx2_78106	12393(0.1799)	18.3235	18.3235	13.3539	7.028075719569339	15.28189041342121	5.557973602461971	11.654795	11.654795	8.95929	3.812019728444499	10.005029656980229	3.014638126872233	42.6716	42.6716	24.8267	25.23649959919165	31.7497513780707	19.95763907328025	0.0	13.3539	0.5	18.3235	23.2931;13.3539	14.3503;8.95929	60.5165;24.8267	1	1	1	17261	Mef2d_61011	23.2931	23.2931		14.3503	14.3503		60.5165	60.5165		23.2931	14.3503	60.5165	1	12393	Runx2_78106	13.3539	13.3539		8.95929	8.95929		24.8267	24.8267		13.3539	8.95929	24.8267	0						Exp 2,1(0.5);Linear,1(0.5)	2.1435220919790368	4.288082122802734	2.096869945526123	2.1912121772766113	0.06671003182304307	2.144041061401367	8.583084000000001	28.063916	6.371605199999999	16.937984800000002	7.695595999999995	77.647604	CONFLICT	0.5	0.5	0.0	
1729	Fatty acid omega oxidation	5	13	3	3	1	3	2	2	3	1	1	636	12	8338	0.76593	0.61572	0.61572	7.69	13076	cyp1a1	Cyp1a1_29719		27.3454	27.3454	27.3454		27.345400000000005		16.0435	16.0435	16.0435		16.0435		90.5906	90.5906	90.5906		90.5906		0.0	27.3454			27.3454	16.0435	90.5906	1	0	1	13076	Cyp1a1_29719	27.3454	27.3454		16.0435	16.0435		90.5906	90.5906		27.3454	16.0435	90.5906	0															0						Linear,1(1)	16.119047164916992	16.119047164916992	16.119047164916992	16.119047164916992	0.0	16.119047164916992	27.3454	27.3454	16.0435	16.0435	90.5906	90.5906	UP	1.0	0.0	0.0	
1730	Neural crest differentiation	51	91	18	18	6	18	17	17	18	5	5	632	86	8264	0.3674	0.78231	0.68381	5.49	20678;12159;21415;20613;14183	sox5;bmp4;tcf7l1;snai1;fgfr2	Sox5_67631;Bmp4_29758;Tcf7l1_76141;Snai1_59882;Fgfr2_63464	20678(-0.4105);14183(-0.3265)	9.185702000000001	8.64888	1.42715	5.160589043493001	11.597410366408981	4.307062566176847	6.1394816	6.20614	0.455908	3.672095905479975	7.8656618956899305	3.0365543218947737	17.204606000000002	14.6515	5.94013	8.593532703299612	21.165541227364187	7.468834273071542	3.5	13.904			14.2329;13.5751;8.04448;1.42715;8.64888	9.75741;8.94761;5.33034;0.455908;6.20614	25.5745;26.1371;14.6515;5.94013;13.7198	1	4	1	20613	Snai1_59882	1.42715	1.42715		0.455908	0.455908		5.94013	5.94013		1.42715	0.455908	5.94013	4	20678;12159;21415;14183	Sox5_67631;Bmp4_29758;Tcf7l1_76141;Fgfr2_63464	11.12534	11.11199	3.2291797556242288	7.5603750000000005	7.576874999999999	2.125903123608095	20.020725	20.113	6.75239939694279	14.2329;13.5751;8.04448;8.64888	9.75741;8.94761;5.33034;6.20614	25.5745;26.1371;14.6515;13.7198	0						Exp 2,3(0.6);Exp 4,1(0.2);Linear,1(0.2)	2.9732763917641485	16.378235578536987	1.790252685546875	5.568657398223877	1.5830716446223172	3.3289921283721924	4.662246261165141	13.709157738834858	2.9207476226956683	9.358215577304332	9.672042469753375	24.73716953024663	DOWN	0.2	0.8	0.0	
1731	Irinotecan pathway	6	17	4	4	1	4	4	4	4	1	1	636	16	8334	0.65815	0.71377	1.0	5.88	26357	abcg2	Abcg2_31832	26357(0.1956)	3.53732	3.53732	3.53732		3.53732		1.71834	1.71834	1.71834		1.71834		9.62978	9.62978	9.62978		9.62978		0.0	3.53732			3.53732	1.71834	9.62978	0	1	0															1	26357	Abcg2_31832	3.53732	3.53732		1.71834	1.71834		9.62978	9.62978		3.53732	1.71834	9.62978	0						Exp 4,1(1)	2.673823595046997	2.673823595046997	2.673823595046997	2.673823595046997	0.0	2.673823595046997	3.53732	3.53732	1.71834	1.71834	9.62978	9.62978	DOWN	0.0	1.0	0.0	
1732	Adipogenesis	86	129	42	40	18	40	39	38	42	17	17	620	112	8238	0.99579	0.0094054	0.013691	13.18	14245;17984;12159;11520;20847;13386;17261;16193;16367;17978;20602;20683;19883;17873;13197;12575;14102	lpin1;ndn;bmp4;plin2;stat2;dlk1;mef2d;il6;irs1;ncoa2;ncor2;sp1;rora;gadd45b;gadd45a;cdkn1a;fas	Lpin1_79112;Ndn_29800;Bmp4_29758;Plin2_78909;Stat2_70852;Dlk1_74251;Mef2d_61011;Il6_60343;Irs1_32241;Ncoa2_65934;Ncor2_29294,Ncor2_31924;Sp1_69023;Rora_75714;Gadd45b_31606;Gadd45a_31917;Cdkn1a_30669;Fas_30425	14245(0.3968);16367(0.3418);17978(-0.2114);20602(0.2191);20683(0.4994)	13.328443529411764	13.5751	1.98328	7.667914336334343	11.415177951198928	6.788453805678963	8.341831764705882	8.94761	1.17048	4.726642184611921	7.240136407442933	4.188749027921026	30.289808235294117	26.1371	3.79276	24.004836744117647	23.50002009767888	17.72429750946485	5.5	11.2242	11.5	17.377499999999998	14.8199;5.53448;13.5751;1.98328;8.62131;21.7842;23.2931;19.4656;28.2826;13.0773;14.24837;2.61359;11.5973;2.02671;10.8511;19.5202;15.2894	9.62616;2.23995;8.94761;1.24331;6.1756;13.6677;14.3503;10.575;16.4084;9.07878;8.85364;1.26016;8.17655;1.17048;6.7398;12.5854;10.7123	29.728;18.9379;26.1371;3.79276;13.7212;52.4815;60.5165;34.9177;100.183;22.698;35.53725;6.51398;19.3249;4.26725;17.123;42.4921;26.5546	9	9	9	11520;13386;17261;16193;20683;19883;13197;12575;14102	Plin2_78909;Dlk1_74251;Mef2d_61011;Il6_60343;Sp1_69023;Rora_75714;Gadd45a_31917;Cdkn1a_30669;Fas_30425	14.044196666666666	15.2894	7.895301384750932	8.812280000000001	10.575	4.927240741132402	29.301893333333332	26.5546	19.819759736073998	1.98328;21.7842;23.2931;19.4656;2.61359;11.5973;10.8511;19.5202;15.2894	1.24331;13.6677;14.3503;10.575;1.26016;8.17655;6.7398;12.5854;10.7123	3.79276;52.4815;60.5165;34.9177;6.51398;19.3249;17.123;42.4921;26.5546	8	14245;17984;12159;20847;16367;17978;20602;17873	Lpin1_79112;Ndn_29800;Bmp4_29758;Stat2_70852;Irs1_32241;Ncoa2_65934;Ncor2_29294,Ncor2_31924;Gadd45b_31606	12.52322125	13.3262	7.858266860227856	7.8125775	8.900625	4.766009957434447	31.4012125	24.41755	29.419299903352442	14.8199;5.53448;13.5751;8.62131;28.2826;13.0773;14.24837;2.02671	9.62616;2.23995;8.94761;6.1756;16.4084;9.07878;8.85364;1.17048	29.728;18.9379;26.1371;13.7212;100.183;22.698;35.53725;4.26725	0						Exp 2,4(0.23);Exp 4,4(0.23);Exp 5,1(0.06);Linear,7(0.39);Poly 2,1(0.06);Power,1(0.06)	2.7829848469269076	62.03500485420227	1.5822020769119263	11.401989936828613	2.8567696199919657	2.1528875827789307	9.683348432687463	16.973538626136065	6.094928696232699	10.588734833179064	18.878633191379897	41.700983279208344	CONFLICT	0.5294117647058824	0.47058823529411764	0.0	
1734	Small ligand GPCRs	3	19	2	2	0	2	2	2	2	0	0	637	19	8331	0.24702	1.0	0.64118	0.0																														0	0	0															0															0																							
1735	Nifedipine activity	4	4	2	2	1	2	2	2	2	1	1	636	3	8347	0.97266	0.25481	0.25481	25.0	26395	map2k1	Map2k1_71481		19.2923	19.2923	19.2923		19.2923		12.4724	12.4724	12.4724		12.4724		41.599	41.599	41.599		41.599		0.0	19.2923	0.0	19.2923	19.2923	12.4724	41.599	1	0	1	26395	Map2k1_71481	19.2923	19.2923		12.4724	12.4724		41.599	41.599		19.2923	12.4724	41.599	0															0						Linear,1(1)	3.143820285797119	3.143820285797119	3.143820285797119	3.143820285797119	0.0	3.143820285797119	19.2923	19.2923	12.4724	12.4724	41.599	41.599	UP	1.0	0.0	0.0	
1736	Blood clotting cascade	7	20	3	3	3	1	3	1	2	1	1	636	19	8331	0.58039	0.77053	1.0	5.0	18816	serpinf2	Serpinf2_60955		4.50709	4.50709	4.50709		4.50709		1.9919	1.9919	1.9919		1.9919		9.40678	9.40678	9.40678		9.40678		0.0	4.50709			4.50709	1.9919	9.40678	1	0	1	18816	Serpinf2_60955	4.50709	4.50709		1.9919	1.9919		9.40678	9.40678		4.50709	1.9919	9.40678	0															0						Hill,1(1)	2.313028573989868	2.313028573989868	2.313028573989868	2.313028573989868	0.0	2.313028573989868	4.50709	4.50709	1.9919	1.9919	9.40678	9.40678	UP	1.0	0.0	0.0	
1737	NOD-like receptor (NLR) proteins	7	7	3	3	1	3	3	3	3	1	1	636	6	8344	0.91698	0.40238	0.40238	14.29	16151	ikbkg	Ikbkg_80620	16151(0.3827)	22.0802	22.0802	22.0802		22.0802		14.1839	14.1839	14.1839		14.1839		50.9069	50.9069	50.9069		50.9069		0.0	22.0802	0.0	22.0802	22.0802	14.1839	50.9069	1	0	1	16151	Ikbkg_80620	22.0802	22.0802		14.1839	14.1839		50.9069	50.9069		22.0802	14.1839	50.9069	0															0						Exp 2,1(1)	1.6878247261047363	1.6878247261047363	1.6878247261047363	1.6878247261047363	0.0	1.6878247261047363	22.0802	22.0802	14.1839	14.1839	50.9069	50.9069	UP	1.0	0.0	0.0	
1738	Myometrial relaxation and contraction pathways	90	150	42	42	22	40	42	40	40	20	20	617	130	8220	0.998	0.0044724	0.0056525	13.33	12909;14772;18799;17133;18769;14773;11911;11459;18797;11908;16193;20683;14697;66066;104111;18127;22631;22629;16476;18749	crcp;grk4;plcd1;maff;pkig;grk5;atf4;acta1;plcb3;atf1;il6;sp1;gnb5;gng11;adcy3;nos3;ywhaz;ywhah;jun;prkacb	Crcp_80471;Grk4_68031;Plcd1_61543;Maff_30224;Pkig_29601;Grk5_58106;Atf4_29798;Acta1_68098;Plcb3_30260;Atf1_29064;Il6_60343;Sp1_69023;Gnb5_30513;Gng11_55923;Adcy3_70392;Nos3_29714;Ywhaz_76102;Ywhah_66373;Jun_29880,Jun_77116;Prkacb_29599	14772(0.3987);18769(0.1566);11459(0.02189);11908(0.3813);20683(0.4994);22631(-0.1201);18749(-0.4368)	12.455970500000001	5.62392	1.61402	13.115936603874601	11.593098979845381	12.497151706153904	6.49319955	2.89759	0.856841	6.363105880248374	6.222760868057052	5.9899133116633205	22.177222	14.2124	3.99851	20.090305208254737	20.41120290135492	19.569457012454688	6.5	4.7249300000000005	14.0	18.11445	5.67058;4.39113;3.31571;8.29832;25.5554;42.5559;8.28283;39.5249;1.9814;3.96815;19.4656;2.61359;5.57726;35.131;5.05873;8.47903;4.02071;1.61402;18.11445;5.5007	2.54794;1.84482;1.40407;6.03226;15.3195;15.4007;5.90706;21.3953;1.10717;2.6752;10.575;1.26016;3.08446;17.2693;2.46897;4.335;2.71072;0.856841;11.514949999999999;2.15457	16.3131;13.9982;10.3813;12.8124;75.4156;55.2077;11.0888;51.1079;4.41915;7.43534;34.9177;6.51398;6.37248;47.6667;14.4266;22.1248;7.49418;3.99851;22.697499999999998;19.1525	13	8	12	12909;17133;11911;11459;18797;11908;16193;20683;14697;66066;104111;16476	Crcp_80471;Maff_30224;Atf4_29798;Acta1_68098;Plcb3_30260;Atf1_29064;Il6_60343;Sp1_69023;Gnb5_30513;Gng11_55923;Adcy3_70392;Jun_29880,Jun_77116	12.807234166666667	6.976705000000001	12.749214791269916	7.1531475	4.495760000000001	6.672574806442105	19.6476375	13.6195	16.252034282910905	5.67058;8.29832;8.28283;39.5249;1.9814;3.96815;19.4656;2.61359;5.57726;35.131;5.05873;18.11445	2.54794;6.03226;5.90706;21.3953;1.10717;2.6752;10.575;1.26016;3.08446;17.2693;2.46897;11.514949999999999	16.3131;12.8124;11.0888;51.1079;4.41915;7.43534;34.9177;6.51398;6.37248;47.6667;14.4266;22.697499999999998	8	14772;18799;18769;14773;18127;22631;22629;18749	Grk4_68031;Plcd1_61543;Pkig_29601;Grk5_58106;Nos3_29714;Ywhaz_76102;Ywhah_66373;Prkacb_29599	11.929075000000001	4.945915	14.52514679690462	5.503277625	2.432645	6.169874662969556	25.97159875	16.57535	25.555005575968558	4.39113;3.31571;25.5554;42.5559;8.47903;4.02071;1.61402;5.5007	1.84482;1.40407;15.3195;15.4007;4.335;2.71072;0.856841;2.15457	13.9982;10.3813;75.4156;55.2077;22.1248;7.49418;3.99851;19.1525	0						Exp 2,1(0.05);Exp 4,8(0.39);Exp 5,1(0.05);Hill,2(0.1);Linear,3(0.15);Poly 2,4(0.2);Power,2(0.1)	3.024007233647389	83.9487190246582	1.5231132507324219	20.92448616027832	4.243399485989761	2.4119112491607666	6.707657836371098	18.204283163628904	3.7044454399322566	9.281953660067742	13.372257525662377	30.98218647433763	UP	0.6	0.4	0.0	
1739	Keap1-Nrf2 pathway	13	13	8	8	2	8	8	8	8	2	2	635	11	8339	0.94057	0.23407	0.23407	15.38	14630;14629	gclm;gclc	Gclm_29258;Gclc_31268	14629(0.3891)	13.719885	13.719885	2.40907	15.995907974493042	12.076928375302318	15.826258527749825	8.28559	8.28559	1.73128	9.269194093997603	7.333541271873666	9.170886848650245	15.41608	15.41608	3.80606	16.41904774342288	13.729662242139705	16.2449105597029	0.0	2.40907	0.5	13.719885	2.40907;25.0307	1.73128;14.8399	3.80606;27.0261	2	0	2	14630;14629	Gclm_29258;Gclc_31268	13.719885	13.719885	15.995907974493042	8.28559	8.28559	9.269194093997603	15.41608	15.41608	16.41904774342288	2.40907;25.0307	1.73128;14.8399	3.80606;27.0261	0															0						Hill,1(0.5);Poly 2,1(0.5)	2.813481637745551	5.905388355255127	2.0567455291748047	3.8486428260803223	1.2670627298317358	2.9526941776275635	-8.449312399999998	35.8890824	-4.5608575999999985	21.132037599999997	-7.3395592	38.1717192	UP	1.0	0.0	0.0	
174	PGC-1a regulation	13	20	7	7	2	7	7	7	7	2	2	635	18	8332	0.83486	0.41961	0.64908	10.0	17261;22629	mef2d;ywhah	Mef2d_61011;Ywhah_66373		12.45356	12.45356	1.61402	15.329424477885661	8.887182849740933	14.475951190419924	7.6035705	7.6035705	0.856841	9.541316360562652	5.383791623056995	9.01009885446857	32.257505	32.257505	3.99851	39.96425398803348	22.95985638601036	37.739224386857806	0.0	1.61402	1.0	23.2931	23.2931;1.61402	14.3503;0.856841	60.5165;3.99851	1	1	1	17261	Mef2d_61011	23.2931	23.2931		14.3503	14.3503		60.5165	60.5165		23.2931	14.3503	60.5165	1	22629	Ywhah_66373	1.61402	1.61402		0.856841	0.856841		3.99851	3.99851		1.61402	0.856841	3.99851	0						Exp 4,1(0.5);Linear,1(0.5)	2.298914809137458	4.603123426437378	2.1912121772766113	2.4119112491607666	0.1560578103308635	2.301561713218689	-8.7919384	33.6990584	-5.620019320000001	20.82716032	-23.130125199999995	87.6451352	CONFLICT	0.5	0.5	0.0	
1740	FAS pathway and stress induction of heat shock protein regulation	33	37	12	11	5	12	11	11	12	5	5	632	32	8318	0.95615	0.11796	0.18345	13.51	192656;16476;12371;14102;12370	ripk2;jun;casp9;fas;casp8	Ripk2_54442;Jun_29880,Jun_77116;Casp9_66180;Fas_30425;Casp8_76424	12371(0.103);12370(0.4364)	13.311704	13.8548	6.23417	4.399562744276987	13.313990976815216	3.885304905518086	8.578316	9.31347	3.02401	3.340348359704422	8.605678349298904	2.940169946132812	21.652724	25.7734	6.66562	8.528150416466627	22.552067554630014	7.798823743081167	0.5	9.649935	2.5	14.572099999999999	6.23417;18.11445;13.8548;15.2894;13.0657	3.02401;11.514949999999999;9.31347;10.7123;8.32685	6.66562;22.697499999999998;25.7734;26.5546;26.5725	4	2	3	192656;16476;14102	Ripk2_54442;Jun_29880,Jun_77116;Fas_30425	13.212673333333333	15.2894	6.2064368566540145	8.417086666666668	10.7123	4.687751988430416	18.63924	22.697499999999998	10.54727391465681	6.23417;18.11445;15.2894	3.02401;11.514949999999999;10.7123	6.66562;22.697499999999998;26.5546	2	12371;12370	Casp9_66180;Casp8_76424	13.460249999999998	13.460249999999998	0.5579779610343667	8.820160000000001	8.820160000000001	0.6976456924542569	26.17295	26.17295	0.5650490288461456	13.8548;13.0657	9.31347;8.32685	25.7734;26.5725	0						Exp 2,3(0.5);Exp 5,1(0.17);Hill,1(0.17);Linear,1(0.17)	3.9925486532846244	36.274540185928345	1.6788792610168457	20.92448616027832	7.381675660341842	3.070387363433838	9.45531722394829	17.168090776051713	5.650371567675032	11.506260432324966	14.177470571003482	29.12797742899651	UP	0.6	0.4	0.0	
1742	Ovarian infertility genes	15	29	6	6	1	5	6	5	6	0	0	637	29	8321	0.11819	1.0	0.26428	0.0																														0	0	0															0															0																							
1743	Mitochondrial fatty acid beta-oxidation	21	23	9	9	4	9	9	9	9	4	4	633	19	8331	0.97966	0.075535	0.075535	17.39	66904;93747;11370;11364	pccb;echs1;acadvl;acadm	Pccb_31069;Echs1_78943;Acadvl_29377;Acadm_31166	66904(-0.4542);11364(0.09383)	30.40435	25.26465	17.5351	16.39125772772384	40.67557862518519	17.171973179443608	14.855475	15.04445	11.5751	3.0758536900346822	16.408343644444443	2.553238566001144	65.809475	50.44345	35.278	41.685052942061844	67.82566353185186	36.54327611614069	0.5	18.8575	1.5	25.26465	53.553;17.5351;20.1799;30.3494	17.7579;11.5751;12.9083;17.1806	55.7023;35.278;45.1846;127.073	1	3	1	11370	Acadvl_29377	20.1799	20.1799		12.9083	12.9083		45.1846	45.1846		20.1799	12.9083	45.1846	3	66904;93747;11364	Pccb_31069;Echs1_78943;Acadm_31166	33.8125	30.3494	18.256973361157094	15.504533333333333	17.1806	3.4152091536732287	72.68443333333333	55.7023	48.19621505536856	53.553;17.5351;30.3494	17.7579;11.5751;17.1806	55.7023;35.278;127.073	0						Linear,3(0.75);Power,1(0.25)	2.305691957732523	9.746411085128784	1.5453131198883057	3.8315165042877197	0.9775886109651255	2.1847907304763794	14.340917426830632	46.46778257316936	11.841138383766008	17.869811616233992	24.958123116779376	106.66082688322061	DOWN	0.25	0.75	0.0	
1744	Striated muscle contraction	13	34	6	6	1	6	6	6	6	1	1	636	33	8317	0.29455	0.91827	0.51289	2.94	11459	acta1	Acta1_68098	11459(0.02189)	39.5249	39.5249	39.5249		39.5249		21.3953	21.3953	21.3953		21.3953		51.1079	51.1079	51.1079		51.1079						39.5249	21.3953	51.1079	1	0	1	11459	Acta1_68098	39.5249	39.5249		21.3953	21.3953		51.1079	51.1079		39.5249	21.3953	51.1079	0															0						Poly 2,1(1)	1.8297795057296753	1.8297795057296753	1.8297795057296753	1.8297795057296753	0.0	1.8297795057296753	39.5249	39.5249	21.3953	21.3953	51.1079	51.1079	UP	1.0	0.0	0.0	
1745	Mitochondrial gene expression	15	19	5	5	2	5	5	5	5	2	2	635	17	8333	0.85231	0.39416	0.39416	10.53	226169;20683	pprc1;sp1	Pprc1_65835,Pprc1_76106;Sp1_69023	226169(0.4345);20683(0.4994)	2.847335	2.847335	2.61359	0.3305653491368949	2.8723498913243692	0.3286669446020708	1.5399224999999999	1.5399224999999999	1.26016	0.3956439217434035	1.5698620860195247	0.3933717773181745	6.49124	6.49124	6.468500000000001	0.03215921640848535	6.488806413704182	0.0319745291672464	0.0	2.61359	0.5	2.847335	3.08108;2.61359	1.819685;1.26016	6.468500000000001;6.51398	3	0	2	226169;20683	Pprc1_65835,Pprc1_76106;Sp1_69023	2.847335	2.847335	0.3305653491368949	1.5399224999999999	1.5399224999999999	0.3956439217434035	6.49124	6.49124	0.03215921640848535	3.08108;2.61359	1.819685;1.26016	6.468500000000001;6.51398	0															0						Exp 4,3(1)	2.751506248280142	9.231951117515564	1.5822020769119263	5.034748554229736	1.7720952967470858	2.6150004863739014	2.3891948000000003	3.3054752	0.9915879999999998	2.088257	6.446669600000001	6.5358104	UP	1.0	0.0	0.0	
